,date,value,action,reward,balance,coin
0,,100000000.0,6.0,-0.41665580182531775,74997500.0,1.185255422543558
1,,99988610.58433092,6.0,-0.2567002608489308,74986459.11192515,1.1855419798948412
2,,99980055.1320682,6.0,0.30482609572142455,74980042.48807083,1.185609229817714
3,,99992247.60492024,6.0,-0.20332104851515273,74989184.67698836,1.1849388240338472
4,,99985469.16998237,6.0,-0.09667515999046954,74984102.61230823,1.184942749110955
5,,99982247.3189275,6.0,-0.3988315597374118,74981686.11854199,1.184820317575516
6,,99968954.20605083,6.0,-0.23889791128285368,74971717.70387423,1.1850560018735725
7,,99960993.61538225,6.0,-0.0255281690140664,74965747.25910516,1.1851021199718104
8,,99960143.52037063,6.0,-0.29222991394228937,74965109.19706383,1.184895373750867
9,,99950405.4956615,6.0,0.18618695610933325,74957806.83197886,1.1850046889676036
10,,99957850.75512838,6.0,-0.11445347679760963,74963389.1156851,1.1845031373551735
11,,99954036.30760455,6.0,-0.29217935349318996,74960529.31507653,1.1844017952839672
12,,99944300.78479654,6.0,-0.23887894661985967,74953228.6039308,1.1845110076893492
13,,99936342.52261071,6.0,-0.594447407723384,74947260.17200309,1.1845570789489925
14,,99916538.8391689,0.0,-0.13220800322594659,124895672.56335686,-1.1850246553343244
15,,99917130.3658923,6.0,0.14183291031143538,74932851.99194033,1.1850597808892036
16,,99922800.12144142,6.0,0.2602608180202045,74937103.02626508,1.1846212225422812
17,,99933203.13251849,6.0,-0.13222968650032557,74944904.40929992,1.1840146339247706
18,,99928797.1997465,6.0,-0.16776989242214724,74941601.29060085,1.1839343775146498
19,,99923208.62334871,6.0,-0.15,74937410.22656268,1.1838962183757342
20,,99918212.38239986,6.0,-0.3454734484964704,74933663.25127475,1.183837022610837
21,,99906705.24325036,6.0,-0.5588237734059878,74925033.9606075,1.1840093060352022
22,,99888094.16440068,6.0,-0.18556928403730852,74911077.11492603,1.1844344412028445
23,,99881916.22158499,6.0,0.08249733191031564,74906443.03437254,1.184417362997569
24,,99885213.01130977,6.0,-0.15,74908914.75115936,1.1840633136313068
25,,99880218.0039868,6.0,-0.15,74905169.36721471,1.1840041016143912
26,,99875223.86821142,6.0,-0.3633549870788788,74901424.01511174,1.1839448999290099
27,,99863126.31276503,6.0,-0.132215357981429,74892351.98618618,1.1841383820613873
28,,99858725.63356847,6.0,-0.15,74889051.11967078,1.1840581202993794
29,,99853732.5280629,6.0,-0.15,74885306.58459313,1.1839989153868204
30,,99848739.71660885,6.0,-0.18556844052364355,74881562.22565052,1.1839397139609282
31,,99842563.21508877,6.0,-0.13221493620453123,74876930.24713725,1.1839226297857133
32,,99838163.01222433,6.0,-0.2033539260558795,74873630.18181644,1.1838423768850561
33,,99831395.17130719,6.0,-0.20335772222746443,74868554.81710216,1.1838463519982354
34,,99824627.84040096,6.0,-0.15,74863479.65730238,1.1838503337254924
35,,99819636.61740263,6.0,-0.4523819406559876,74859736.35644051,1.1837911413083493
36,,99804583.28609005,6.0,-0.11441130410017403,74848447.86529243,1.1840900636637486
37,,99800777.7768786,0.0,-0.11440587481615683,124750972.434645,-1.183988727007054
38,,99801961.97915235,0.0,-0.22119162870153544,124752452.32593653,-1.1840589642553192
39,,99799593.71321993,6.0,-0.11441468159823483,74844705.00921085,1.1839184980689466
40,,99795787.35601391,6.0,-0.3457099644127884,74841850.51409185,1.1838171691104853
41,,99784286.35866523,6.0,-0.15,74833225.9182555,1.1839897287389975
42,,99779297.5079218,6.0,-0.15,74829484.04134469,1.183930533566551
43,,99774308.41832514,6.0,-0.25677875602167843,74825742.4735957,1.1838713355599937
44,,99765767.9641703,6.0,-0.16779899366290452,74819337.82637957,1.1839385750382159
45,,99760187.84813462,6.0,-0.13220058387922726,74815152.79640259,1.1839004539083668
46,,99755791.7086632,6.0,-0.23899496831460484,74811855.82281347,1.183820184993511
47,,99747844.19951679,6.0,-0.38141437998480127,74805895.85469493,1.1838663620337637
48,,99735161.77322091,6.0,-0.48832541849695765,74796385.0242795,1.1840812272731913
49,,99718926.69592564,6.0,-0.060926810148206154,74784209.79460967,1.184422827536175
50,,99716902.52565992,6.0,0.008593917009101306,74782690.70240869,1.1842581236272287
51,,99717245.49537998,6.0,0.03824655663733243,74782947.73491831,1.1840090892350983
52,,99718771.1587541,6.0,-0.04317561311456424,74784091.81744424,1.1837179929103547
53,,99717335.7611115,6.0,-0.13219847128924012,74783015.56304522,1.1835323635805006
54,,99712941.26950487,6.0,-0.15,74779720.13602628,1.183452113434116
55,,99707955.45340249,6.0,0.02334255127229891,74775981.06763381,1.1833929388221907
56,,99708886.89567855,6.0,-0.09660935497645551,74776679.1590037,1.1831231536342321
57,,99705675.56765379,6.0,0.1715935786999601,74774271.13421029,1.1830008254153175
58,,99712520.03437789,6.0,0.1862755271459063,74779403.38789254,1.1825208134813914
59,,99719949.86502858,6.0,-0.3100048598927771,74784975.34537709,1.1820201728821367
60,,99709643.72085626,6.0,-0.5589885708865666,74777247.58271164,1.1821502349946205
61,,99691063.78522326,6.0,0.08257117437720542,74763314.18070257,1.1825748966218654
62,,99694358.15128474,6.0,-0.11442818518174584,74765783.15011272,1.1822213043269703
63,,99690554.90923823,6.0,-0.15,74762931.44088003,1.1821201312578646
