,date,value,action,reward,balance,coin
0,,100000000.0,10.0,-3.5601256370750822,-200006000.0,14.223065070522697
1,,99887327.01197106,0.0,0.06392755513396985,124864657.19486895,-1.1843410838507358
2,,99896378.46512774,6.0,0.40486048524803486,74921285.0013789,1.1846169536230877
3,,99912556.56348836,6.0,-0.08332531462564498,74933418.03440222,1.1839944607338702
4,,99909781.18358321,6.0,0.019440922019477197,74931336.8115185,1.1840457594641292
5,,99910558.17605351,6.0,-0.27885146825304236,74931919.49482197,1.183970779229416
6,,99901271.24338074,6.0,-0.11890502382701074,74924954.53914437,1.1842536717724548
7,,99897311.71581012,6.0,0.07873482477357226,74921984.8531555,1.1843471299356252
8,,99900457.9970628,0.0,0.09353915269907674,124875572.56350139,-1.1841878807645954
9,,99905194.81575875,6.0,0.2862118535555666,74927897.17829002,1.1844686744571022
10,,99916632.80331151,0.0,-0.06555078921177558,124895791.19568788,-1.1840147035515893
11,,99915448.98015645,0.0,0.09349701393494335,124894311.25479497,-1.1839445561209172
12,,99920184.78798035,6.0,-0.11888605764669191,74939139.50753199,1.184225191855271
13,,99916225.14154744,6.0,-0.47448296707193677,74936169.73332219,1.184318625293927
14,,99900422.03589287,6.0,-0.047789861947923146,74924317.73976344,1.1848335077078238
15,,99898830.8319828,6.0,0.24185425907913705,74923124.1395711,1.1848427406122686
16,,99908495.43223232,6.0,0.3602916419680409,74930372.32427122,1.1844516352368977
17,,99922894.05358738,0.0,-0.047772446150559485,124903617.80294853,-1.183892491334179
18,,99922302.34330602,6.0,-0.047771314155714346,74940727.51965861,1.1838574278861904
19,,99920711.17677116,6.0,-0.03,74939534.17934936,1.1838666284776564
20,,99919711.97354215,0.0,0.13791408971350494,124899639.97192371,-1.1838547898573748
21,,99926223.17988239,6.0,-0.4388564825787775,74943668.28546005,1.1842406160213603
22,,99911605.3133464,0.0,0.004644627315222584,124889506.442397,-1.1847132273264211
23,,99912789.82728773,6.0,0.1825139333570131,74933593.27218436,1.1847834676543072
24,,99920084.21327987,6.0,-0.03,74939063.82972002,1.184476685237676
25,,99919084.88303998,6.0,-0.03,74938314.46643451,1.1844648389369115
26,,99918085.6871945,0.0,0.1528171601982035,124897607.11398911,-1.1844529942292905
27,,99925192.41015586,6.0,-0.012213935067776144,74942895.23336077,1.1848743378726951
28,,99924785.77306867,6.0,-0.03,74942590.06806184,1.1848414173433488
29,,99923786.51132901,6.0,-0.03,74941840.64063534,1.1848295687645727
30,,99922787.26846759,6.0,-0.06557128628346143,74941091.2184818,1.1848177204096422
31,,99920603.21787828,6.0,-0.012213513257132855,74939453.22015263,1.184848019943536
32,,99920196.44863218,0.0,0.019466940972764486,124900245.57467254,-1.1848150976905185
33,,99921973.68516102,6.0,-0.08336199127214713,74940481.08856457,1.1849204734508232
34,,99919197.12914465,0.0,-0.03,124898996.38976598,-1.1849718594096992
35,,99919197.10747981,6.0,-0.3324061336305375,74938398.63863869,1.1849718591527694
36,,99908125.65470585,6.0,0.004659619400196645,74930095.30586079,1.185318499130432
37,,99908312.03803638,0.0,0.004659398282127485,124885390.07031992,-1.1852644620846151
38,,99909497.32527292,0.0,-0.10118593394071543,124886871.62695941,-1.185334772746689
39,,99907126.62609568,0.0,-0.0655895890670399,124883908.3418865,-1.185194156615921
40,,99905941.49120598,6.0,-0.22572562277577765,74928457.02936001,1.1851238611056463
41,,99898424.22092542,6.0,-0.03,74922819.27422912,1.1853440307188758
42,,99897425.32946047,6.0,-0.03,74922070.01784761,1.1853321783794166
43,,99896426.35021272,6.0,-0.13678729917647567,74921320.79340115,1.185320324998371
44,,99891871.41997933,6.0,-0.04780041772480374,74917904.69461487,1.1854350677613668
45,,99890279.83207582,6.0,-0.01219915978352803,74916710.97515497,1.1854443158653258
46,,99889873.65533185,6.0,-0.11900208862410097,74916406.32887702,1.185411359923716
47,,99885911.21431017,6.0,-0.2614328949867002,74913434.59107885,1.1855050229575361
