index,open,high,low,close,volume,value
2023-06-01 09:00:00,36391000.0,36391000.0,36341000.0,36373000.0,10.35772395,376658858.14964
2023-06-01 09:01:00,36373000.0,36403000.0,36373000.0,36391000.0,2.12380316,77288728.07542
2023-06-01 09:02:00,36392000.0,36394000.0,36373000.0,36390000.0,2.32932951,84759528.58613
2023-06-01 09:03:00,36377000.0,36390000.0,36377000.0,36381000.0,1.66025119,60401561.73402
2023-06-01 09:04:00,36381000.0,36390000.0,36380000.0,36381000.0,2.64370534,96182937.83919
2023-06-01 09:05:00,36391000.0,36402000.0,36381000.0,36394000.0,3.15366855,114785340.70533
2023-06-01 09:06:00,36401000.0,36402000.0,36381000.0,36382000.0,4.81219468,175096338.15024
2023-06-01 09:07:00,36382000.0,36390000.0,36380000.0,36382000.0,2.82825295,102899229.00648
2023-06-01 09:08:00,36382000.0,36382000.0,36372000.0,36373000.0,5.88099879,213940931.20809
2023-06-01 09:09:00,36372000.0,36380000.0,36342000.0,36359000.0,8.75049166,318118118.35841
2023-06-01 09:10:00,36369000.0,36470000.0,36359000.0,36425000.0,13.85253023,504174207.87041
2023-06-01 09:11:00,36424000.0,36480000.0,36418000.0,36438000.0,9.9446866,362600946.45965
2023-06-01 09:12:00,36438000.0,36480000.0,36431000.0,36480000.0,5.03542373,183604292.4445
2023-06-01 09:13:00,36480000.0,36499000.0,36470000.0,36492000.0,9.63929734,351669941.15542
2023-06-01 09:14:00,36479000.0,36492000.0,36474000.0,36490000.0,2.99115444,109144486.53224
2023-06-01 09:15:00,36490000.0,36493000.0,36479000.0,36492000.0,3.51708659,128339177.69062
2023-06-01 09:16:00,36492000.0,36500000.0,36492000.0,36499000.0,5.78946269,211304645.98747
2023-06-01 09:17:00,36499000.0,36502000.0,36499000.0,36502000.0,5.74772103,209790183.5558
2023-06-01 09:18:00,36503000.0,36509000.0,36460000.0,36461000.0,8.40047794,306567004.18277
2023-06-01 09:19:00,36460000.0,36486000.0,36460000.0,36463000.0,1.1422464,41657419.28733
2023-06-01 09:20:00,36472000.0,36472000.0,36450000.0,36450000.0,2.29331098,83625269.34473
2023-06-01 09:21:00,36470000.0,36472000.0,36450000.0,36470000.0,5.03082937,183467827.04857
2023-06-01 09:22:00,36470000.0,36485000.0,36462000.0,36485000.0,2.50117768,91223555.80131
2023-06-01 09:23:00,36473000.0,36484000.0,36462000.0,36462000.0,1.60503981,58540363.03778
2023-06-01 09:24:00,36463000.0,36480000.0,36450000.0,36452000.0,3.05975159,111553586.93
2023-06-01 09:25:00,36479000.0,36479000.0,36453000.0,36464000.0,1.43079267,52167884.69037
2023-06-01 09:26:00,36464000.0,36478000.0,36461000.0,36464000.0,1.34506096,49044465.94825
2023-06-01 09:27:00,36464000.0,36464000.0,36460000.0,36460000.0,1.21112252,44159953.62858
2023-06-01 09:28:00,36461000.0,36461000.0,36454000.0,36461000.0,1.81782062,66277935.38695
2023-06-01 09:29:00,36461000.0,36464000.0,36454000.0,36454000.0,2.26903746,82729195.59731
2023-06-01 09:30:00,36454000.0,36465000.0,36436000.0,36436000.0,7.98553555,291086443.79642
2023-06-01 09:31:00,36436000.0,36436000.0,36410000.0,36410000.0,2.63512421,95994998.26029
2023-06-01 09:32:00,36407000.0,36415000.0,36381000.0,36391000.0,4.39998947,160150196.61971
2023-06-01 09:33:00,36381000.0,36390000.0,36365000.0,36366000.0,2.35055447,85513832.54727
2023-06-01 09:34:00,36366000.0,36366000.0,36343000.0,36344000.0,2.45624885,89287817.51995
2023-06-01 09:35:00,36344000.0,36353000.0,36340000.0,36345000.0,5.56487469,202241026.91385
2023-06-01 09:36:00,36345000.0,36346000.0,36328000.0,36328000.0,2.39299302,86950030.95531
2023-06-01 09:37:00,36329000.0,36330000.0,36300000.0,36300000.0,13.39338474,486339824.09864
2023-06-01 09:38:00,36300000.0,36301000.0,36220000.0,36277000.0,19.31817124,700552301.2445
2023-06-01 09:39:00,36277000.0,36277000.0,36237000.0,36274000.0,3.13669721,113711711.65704
2023-06-01 09:40:00,36275000.0,36282000.0,36273000.0,36282000.0,4.3054985,156201595.012
2023-06-01 09:41:00,36281000.0,36282000.0,36275000.0,36278000.0,1.63542215,59332631.72132
2023-06-01 09:42:00,36276000.0,36308000.0,36276000.0,36299000.0,1.46449488,53154731.988
2023-06-01 09:43:00,36284000.0,36309000.0,36275000.0,36283000.0,4.30840782,156320998.44257
2023-06-01 09:44:00,36280000.0,36283000.0,36273000.0,36275000.0,1.81880045,65979547.05474
2023-06-01 09:45:00,36274000.0,36283000.0,36250000.0,36250000.0,3.12005481,113173349.81504
2023-06-01 09:46:00,36249000.0,36250000.0,36240000.0,36240000.0,4.38125842,158782617.41298
2023-06-01 09:47:00,36241000.0,36249000.0,36239000.0,36242000.0,2.53258079,91785081.22182
