index,open,high,low,close,volume,value
2023-08-01 09:00:00,37928000.0,37962000.0,37913000.0,37922000.0,5.33851208,202509464.47649
2023-08-01 09:01:00,37921000.0,37963000.0,37919000.0,37924000.0,2.17593032,82529881.92636
2023-08-01 09:02:00,37919000.0,37944000.0,37919000.0,37923000.0,0.8938216,33902191.75567
2023-08-01 09:03:00,37923000.0,37943000.0,37915000.0,37916000.0,2.21288807,83921499.49004
2023-08-01 09:04:00,37916000.0,37942000.0,37914000.0,37915000.0,1.82251371,69105127.43929
2023-08-01 09:05:00,37915000.0,37941000.0,37910000.0,37913000.0,3.8752643,146950329.53316
2023-08-01 09:06:00,37937000.0,37938000.0,37914000.0,37934000.0,1.14120758,43292921.32465
2023-08-01 09:07:00,37930000.0,37939000.0,37920000.0,37929000.0,2.21007875,83838227.0558
2023-08-01 09:08:00,37920000.0,37929000.0,37916000.0,37928000.0,1.19375666,45273766.6682
2023-08-01 09:09:00,37928000.0,37928000.0,37909000.0,37909000.0,2.97778677,112899878.70339
2023-08-01 09:10:00,37908000.0,37908000.0,37900000.0,37901000.0,4.18231197,158524944.29046
2023-08-01 09:11:00,37901000.0,37902000.0,37899000.0,37900000.0,2.21989933,84135292.59155
2023-08-01 09:12:00,37901000.0,37905000.0,37900000.0,37905000.0,2.04777699,77612176.16607
2023-08-01 09:13:00,37905000.0,37929000.0,37902000.0,37929000.0,0.55366024,20987738.20882
2023-08-01 09:14:00,37929000.0,37937000.0,37926000.0,37929000.0,2.31285325,87731635.07778
2023-08-01 09:15:00,37926000.0,37926000.0,37907000.0,37922000.0,2.82684215,107188574.49366
2023-08-01 09:16:00,37923000.0,37923000.0,37912000.0,37915000.0,0.4251415,16121049.65172
2023-08-01 09:17:00,37915000.0,37920000.0,37907000.0,37908000.0,1.72985554,65580722.61397
2023-08-01 09:18:00,37909000.0,37922000.0,37908000.0,37922000.0,2.00247244,75919161.29984
2023-08-01 09:19:00,37922000.0,37939000.0,37908000.0,37922000.0,1.3530491,51310157.6669
2023-08-01 09:20:00,37922000.0,37935000.0,37921000.0,37922000.0,0.73021748,27691742.38651
2023-08-01 09:21:00,37935000.0,37937000.0,37922000.0,37937000.0,0.76434461,28991839.57694
2023-08-01 09:22:00,37937000.0,37950000.0,37936000.0,37939000.0,2.32932503,88368832.11497
2023-08-01 09:23:00,37942000.0,37948000.0,37939000.0,37945000.0,0.59560823,22599810.55467
2023-08-01 09:24:00,37945000.0,37946000.0,37939000.0,37942000.0,1.00446407,38113403.92179
2023-08-01 09:25:00,37943000.0,37964000.0,37942000.0,37964000.0,1.39393587,52909010.75075
2023-08-01 09:26:00,37963000.0,37980000.0,37963000.0,37974000.0,3.35747204,127484087.03935
2023-08-01 09:27:00,37974000.0,37987000.0,37974000.0,37984000.0,1.63958757,62279324.95812
2023-08-01 09:28:00,37985000.0,37985000.0,37968000.0,37975000.0,1.50213766,57043029.12614
2023-08-01 09:29:00,37975000.0,37975000.0,37967000.0,37975000.0,1.79759861,68259575.36494
2023-08-01 09:30:00,37971000.0,37983000.0,37971000.0,37982000.0,0.73230005,27811522.12147
2023-08-01 09:31:00,37982000.0,37982000.0,37971000.0,37981000.0,1.35792767,51571671.85044
2023-08-01 09:32:00,37981000.0,37981000.0,37966000.0,37979000.0,1.26407617,48006907.16364
2023-08-01 09:33:00,37979000.0,37980000.0,37968000.0,37971000.0,2.148548,81598269.23556
2023-08-01 09:34:00,37979000.0,37980000.0,37968000.0,37980000.0,1.60818365,61074646.96825
2023-08-01 09:35:00,37982000.0,37989000.0,37968000.0,37982000.0,0.52486679,19934538.63193
2023-08-01 09:36:00,37982000.0,37988000.0,37982000.0,37988000.0,0.5433932,20639919.41433
2023-08-01 09:37:00,37988000.0,37988000.0,37982000.0,37987000.0,0.38157044,14494751.43114
2023-08-01 09:38:00,37987000.0,37989000.0,37982000.0,37983000.0,1.29747159,49285497.6067
2023-08-01 09:39:00,37989000.0,37992000.0,37982000.0,37991000.0,0.77064,29273710.9193
2023-08-01 09:40:00,37991000.0,37994000.0,37983000.0,37993000.0,1.36717792,51938395.53462
2023-08-01 09:41:00,37993000.0,37997000.0,37983000.0,37997000.0,1.42225057,54038539.21283
2023-08-01 09:42:00,37996000.0,38000000.0,37995000.0,38000000.0,3.69478156,140398612.00508
2023-08-01 09:43:00,38000000.0,38017000.0,38000000.0,38013000.0,1.81644599,69032745.66736
2023-08-01 09:44:00,38013000.0,38022000.0,38000000.0,38000000.0,0.73177174,27813051.80531
2023-08-01 09:45:00,38000000.0,38016000.0,38000000.0,38001000.0,0.46882827,17816652.60448
2023-08-01 09:46:00,38005000.0,38022000.0,38001000.0,38021000.0,3.83806395,145904322.33219
2023-08-01 09:47:00,38021000.0,38022000.0,38001000.0,38022000.0,0.92201227,35047591.71478
2023-08-01 09:48:00,38002000.0,38028000.0,38002000.0,38025000.0,0.74470052,28316115.18471
2023-08-01 09:49:00,38026000.0,38035000.0,38004000.0,38008000.0,1.76710902,67194487.4218
2023-08-01 09:50:00,38008000.0,38035000.0,38004000.0,38005000.0,2.55792434,97233073.70163
2023-08-01 09:51:00,38005000.0,38049000.0,38005000.0,38009000.0,4.59854963,174936117.1214
2023-08-01 09:52:00,38009000.0,38054000.0,38009000.0,38013000.0,4.11396849,156520940.43218
2023-08-01 09:53:00,38043000.0,38045000.0,38009000.0,38016000.0,0.83259868,31656054.91605
2023-08-01 09:54:00,38009000.0,38043000.0,38009000.0,38042000.0,0.96093753,36530226.93274
2023-08-01 09:55:00,38010000.0,38042000.0,38010000.0,38039000.0,0.29899976,11365654.16187
2023-08-01 09:56:00,38039000.0,38050000.0,38037000.0,38050000.0,1.52482201,58009635.1504
2023-08-01 09:57:00,38052000.0,38070000.0,38050000.0,38064000.0,2.20477028,83912062.98071
2023-08-01 09:58:00,38064000.0,38083000.0,38060000.0,38064000.0,4.65708451,177287333.89473
2023-08-01 09:59:00,38062000.0,38083000.0,38062000.0,38077000.0,5.02582801,191316898.96577
2023-08-01 10:00:00,38077000.0,38085000.0,38061000.0,38065000.0,2.37551386,90453257.81391
2023-08-01 10:01:00,38065000.0,38081000.0,38061000.0,38081000.0,4.15559221,158200921.52004
2023-08-01 10:02:00,38067000.0,38081000.0,38061000.0,38063000.0,2.60839404,99309796.07027
2023-08-01 10:03:00,38076000.0,38076000.0,38024000.0,38063000.0,3.29240715,125293094.46401
2023-08-01 10:04:00,38061000.0,38088000.0,38026000.0,38088000.0,3.37863349,128641204.07227
2023-08-01 10:05:00,38088000.0,38100000.0,38085000.0,38100000.0,2.5693342,97875934.40405
2023-08-01 10:06:00,38100000.0,38101000.0,38090000.0,38091000.0,6.15361795,234447143.36009
2023-08-01 10:07:00,38091000.0,38091000.0,38085000.0,38090000.0,1.53643848,58523274.90308
2023-08-01 10:08:00,38090000.0,38100000.0,38088000.0,38099000.0,1.68040216,64015222.23313
2023-08-01 10:09:00,38097000.0,38100000.0,38090000.0,38099000.0,3.26017776,124203702.14668
2023-08-01 10:10:00,38100000.0,38100000.0,38099000.0,38100000.0,2.0019566,76274211.08307
2023-08-01 10:11:00,38100000.0,38100000.0,38090000.0,38100000.0,6.37214464,242773627.00152
2023-08-01 10:12:00,38099000.0,38130000.0,38099000.0,38129000.0,4.63971321,176829600.54121
2023-08-01 10:13:00,38129000.0,38130000.0,38123000.0,38128000.0,3.29799057,125748293.7495
2023-08-01 10:14:00,38128000.0,38129000.0,38123000.0,38128000.0,7.15247546,272712343.35884
2023-08-01 10:15:00,38124000.0,38124000.0,38109000.0,38112000.0,3.60327341,137352124.50469
2023-08-01 10:16:00,38114000.0,38114000.0,38080000.0,38098000.0,2.66457658,101502885.85299
2023-08-01 10:17:00,38086000.0,38107000.0,38075000.0,38076000.0,3.80158522,144811926.14761
2023-08-01 10:18:00,38080000.0,38104000.0,38054000.0,38055000.0,3.72339366,141831908.58166
2023-08-01 10:19:00,38055000.0,38096000.0,38049000.0,38067000.0,4.74261385,180531320.30576
2023-08-01 10:20:00,38067000.0,38093000.0,38048000.0,38092000.0,2.57796576,98176211.65367
2023-08-01 10:21:00,38092000.0,38094000.0,38070000.0,38091000.0,3.78040133,143991112.50003
2023-08-01 10:22:00,38091000.0,38091000.0,38078000.0,38088000.0,3.79629182,144585798.07572
2023-08-01 10:23:00,38088000.0,38088000.0,38049000.0,38049000.0,3.1235616,118912669.8424
2023-08-01 10:24:00,38049000.0,38091000.0,38042000.0,38085000.0,4.73356304,180146718.81055
2023-08-01 10:25:00,38087000.0,38087000.0,38029000.0,38042000.0,5.68782916,216338871.07565
2023-08-01 10:26:00,38028000.0,38074000.0,38021000.0,38032000.0,2.96294843,112680573.08979
2023-08-01 10:27:00,38023000.0,38051000.0,38014000.0,38014000.0,4.21250946,160167931.39071
2023-08-01 10:28:00,38016000.0,38048000.0,38016000.0,38017000.0,0.93133808,35407658.76967
2023-08-01 10:29:00,38029000.0,38029000.0,38005000.0,38005000.0,3.64000296,138361737.4574
2023-08-01 10:30:00,38005000.0,38032000.0,38000000.0,38032000.0,4.91853924,186948797.82535
2023-08-01 10:31:00,38030000.0,38030000.0,37997000.0,38029000.0,2.10333142,79944678.00492
2023-08-01 10:32:00,38029000.0,38030000.0,37994000.0,38029000.0,3.0453398,115744421.14934
2023-08-01 10:33:00,38002000.0,38030000.0,37996000.0,37996000.0,3.12339211,118696030.03629
2023-08-01 10:34:00,38000000.0,38028000.0,37996000.0,37999000.0,2.24882335,85462251.22718
2023-08-01 10:35:00,38000000.0,38030000.0,37998000.0,37999000.0,2.26566154,86103268.66546
2023-08-01 10:36:00,37999000.0,38003000.0,37990000.0,37991000.0,2.67083355,101479777.08826
2023-08-01 10:37:00,38003000.0,38032000.0,37989000.0,37990000.0,1.72777942,65647574.30934
2023-08-01 10:38:00,37991000.0,38033000.0,37988000.0,37991000.0,1.53660126,58397349.58198
2023-08-01 10:39:00,37989000.0,38034000.0,37986000.0,37994000.0,1.22775738,46648088.98072
2023-08-01 10:40:00,38024000.0,38026000.0,37984000.0,38000000.0,1.88060559,71466591.45085
2023-08-01 10:41:00,38000000.0,38024000.0,38000000.0,38009000.0,0.54053301,20541612.5306
2023-08-01 10:42:00,38009000.0,38022000.0,37987000.0,37987000.0,1.57696109,59938851.46343
2023-08-01 10:43:00,37987000.0,38019000.0,37987000.0,38017000.0,1.07391945,40806908.41182
2023-08-01 10:44:00,37989000.0,38019000.0,37988000.0,38015000.0,1.90682228,72482218.72386
2023-08-01 10:45:00,37991000.0,38015000.0,37988000.0,37991000.0,0.73008486,27743868.03346
2023-08-01 10:46:00,37991000.0,38014000.0,37981000.0,37982000.0,2.34509853,89086200.5539
2023-08-01 10:47:00,37982000.0,37984000.0,37981000.0,37981000.0,0.46212384,17552397.31245
2023-08-01 10:48:00,37980000.0,37984000.0,37971000.0,37975000.0,1.865023,70831234.40887
2023-08-01 10:49:00,37975000.0,37984000.0,37965000.0,37966000.0,1.95534598,74244318.50389
2023-08-01 10:50:00,37966000.0,37975000.0,37965000.0,37975000.0,0.82274859,31238155.72582
2023-08-01 10:51:00,37974000.0,37974000.0,37967000.0,37967000.0,0.81162723,30818603.02944
2023-08-01 10:52:00,37974000.0,37993000.0,37967000.0,37974000.0,1.40246206,53264714.59924
2023-08-01 10:53:00,37974000.0,37978000.0,37966000.0,37966000.0,1.32818244,50430181.25705
2023-08-01 10:54:00,37966000.0,37989000.0,37964000.0,37965000.0,2.23543332,84872921.51281
2023-08-01 10:55:00,37965000.0,37972000.0,37960000.0,37960000.0,5.59899974,212561807.5662
2023-08-01 10:56:00,37960000.0,37962000.0,37951000.0,37958000.0,1.62663617,61740764.0973
2023-08-01 10:57:00,37958000.0,37959000.0,37945000.0,37945000.0,0.95160742,36114446.63585
2023-08-01 10:58:00,37945000.0,37947000.0,37942000.0,37945000.0,1.92586431,73077586.89399
2023-08-01 10:59:00,37943000.0,37962000.0,37936000.0,37942000.0,0.95545694,36251665.36876
2023-08-01 11:00:00,37941000.0,37943000.0,37932000.0,37936000.0,2.06041562,78163863.28591
2023-08-01 11:01:00,37943000.0,37943000.0,37932000.0,37932000.0,0.81595088,30953760.77772
2023-08-01 11:02:00,37932000.0,37960000.0,37930000.0,37954000.0,0.82295559,31217881.97499
2023-08-01 11:03:00,37954000.0,37964000.0,37943000.0,37964000.0,0.73842665,28029034.69693
2023-08-01 11:04:00,37968000.0,38011000.0,37968000.0,37969000.0,3.7280826,141614618.66043
