product_id,img_path,brand,name,color1,color2,price_og,price_resell,n_scrap,+price,tokenized_color,tokenized_bn
47690,crawling\product_crawling\image\47690.jpg,Nike,Nike SB Dunk High Pro Medium Grey,MEDIUM GREY,LIGHT GREY-PINK,135400,248800,321.0,113400,[ 0  0  0  0  0  0  0  2 54  6  3 14  6 33],"[  0   0   0   0   0   0   0   0   0   0   0   2   4   3   4  50  32  26
  70 411  17]"
62119,crawling\product_crawling\image\62119.jpg,Nike,Nike SB Dunk Low Pro Blue Raspberry,RACER BLUE,LASER BLUE-UNIVERSITY BLUE-WHITE,129000,258000,1097.0,129000,[ 0  0  0  0  0  2 91  8  3 99  8 19  8  4],"[   0    0    0    0    0    0    0    0    0    0    0    2    4    3
    4   50   32   14   70   24 1430]"
26046,crawling\product_crawling\image\26046.jpg,Nike,Nike Air Max 95 Essential Triple White,WHITE,GREY FOG,179000,118400,2406.0,-60600,[ 0  0  0  0  0  0  0  0  0  2  4  3  6 62],"[  0   0   0   0   0   0   0   0   0   0   0   2   4   3   4  16  33 125
 957  65  11]"
33642,crawling\product_crawling\image\33642.jpg,Nike,Nike Waffle One Infinite Lilac,SUMMIT WHITE,WHITE,119000,69400,8257.0,-49600,[ 0  0  0  0  0  0  0  0  0  2 38  4  3  4],"[   0    0    0    0    0    0    0    0    0    0    0    0    0    2
    4    3    4  228  222 1958 1123]"
25645,crawling\product_crawling\image\25645.jpg,Nike,Nike Dunk High SP Spartan Green,WHITE,SPARTAN GREEN,129000,244800,4875.0,115800,[ 0  0  0  0  0  0  0  0  0  2  4  3  1 11],"[   0    0    0    0    0    0    0    0    0    0    0    0    2    4
    3    4   32   26   44 1959   28]"
37818,crawling\product_crawling\image\37818.jpg,Nike,Nike SB Dunk Low Pro Premium Barcelona,NAVY,UNIVERSITY GOLD,129000,200600,911.0,71600,[ 0  0  0  0  0  0  0  0  0  2 17  3 19 20],"[  0   0   0   0   0   0   0   0   0   0   0   2   4   3   4  50  32  14
  70 180 754]"
37939,crawling\product_crawling\image\37939.jpg,Nike,Nike x Off-White Air Zoom Tempo Next% Pink Glow,RACER BLUE,BLACK-PINK GLOW-WHITE,309000,239800,755.0,-69200,[ 0  0  0  0  0  0  2 91  8  3  5 33 79  4],"[  0   0   0   0   0   0   0   0   2   4   3   4   9  71  11  16  57 850
 147  85 381]"
15408,crawling\product_crawling\image\15408.jpg,Nike,Nike Air Monarch IV Weekend Campout,LEGION GREEN,TEAM GOLD-DEEP ROYAL BLUE,147700,188333,10.0,40633,[ 0  0  0  0  0  2  1 11  3 36 20 73 27  8],"[   0    0    0    0    0    0    0    0    0    0    0    0    2    4
    3    4   16  851 1431 1432 1960]"
/4801,crawling\product_crawling\image\/4801.jpg,Nike,Nike Kobe 9 Elite Christmas 2014,BRIGHT CRIMSON,BLACK-WHITE,276900,250000,56.0,-26900,[ 0  0  0  0  0  0  0  0  2 42 45  3  5  4],"[  0   0   0   0   0   0   0   0   0   0   0   0   2   4   3   4 339 104
 409 667 360]"
18306,crawling\product_crawling\image\18306.jpg,Nike,Nike Killshot 2 Leather Sail Oil Grey Gum,SAIL,OIL GREY-GUM YELLOW,110700,97000,2205.0,-13700,[  0   0   0   0   0   0   0   2  12   3 216   6  51  24],"[  0   0   0   0   0   0   0   0   0   0   2   4   3   4 402  39  86  79
 958  17 190]"
28990,crawling\product_crawling\image\28990.jpg,Nike,Nike SB Dunk Low Pro Pink Pig,ATOMIC PINK,UNIVERSITY RED-WHITE-ATOMIC PINK,119000,249000,1364.0,130000,[  0   0   0   0   0   2 141  33   3  19   7   4 141  33],"[   0    0    0    0    0    0    0    0    0    0    0    2    4    3
    4   50   32   14   70   85 1961]"
68777,crawling\product_crawling\image\68777.jpg,Nike,Nike ZoomX Vaporfly Next% 2 Black Flash Crimson,BLACK,FLASH CRIMSON,269000,230800,277.0,-38200,[  0   0   0   0   0   0   0   0   0   2   5   3 124  45],"[  0   0   0   0   0   0   0   0   0   0   2   4   3   4 379 403 147  39
  10 543 199]"
24803,crawling\product_crawling\image\24803.jpg,Nike,Nike Air Max 95 Essential Triple Black 2020,BLACK,DARK GREY,209200,113600,2140.0,-95600,[ 0  0  0  0  0  0  0  0  0  2  5  3 21  6],"[  0   0   0   0   0   0   0   0   0   0   2   4   3   4  16  33 125 957
  65  10 149]"
84457,crawling\product_crawling\image\84457.jpg,Nike,Nike Dunk Low Retro Black University Red,BLACK,UNIVERSITY RED,152500,230000,576.0,77500,[ 0  0  0  0  0  0  0  0  0  2  5  3 19  7],[ 0  0  0  0  0  0  0  0  0  0  0  2  4  3  4 32 14 15 10 89 27]
30258,crawling\product_crawling\image\30258.jpg,Nike,Nike Air Force 1 '07 LX Pink Bag,PINK FOAM,PINK FOAM,149000,212400,1259.0,63400,[  0   0   0   0   0   0   0   0   2  33 178   3  33 178],"[  0   0   0   0   0   0   0   0   0   0   2   4   3   4  16  30  12  42
 236  85 959]"
10918,crawling\product_crawling\image\10918.jpg,Nike,Nike Air Max 97 Black White,BLACK,WHITE,196900,122000,1357.0,-74900,[0 0 0 0 0 0 0 0 0 0 2 5 3 4],[ 0  0  0  0  0  0  0  0  0  0  0  0  2  4  3  4 16 33 95 10 11]
33350,crawling\product_crawling\image\33350.jpg,Nike,Nike Air Force 1 '07 LV8 EMB Black Silver,BLACK,FLT SILVER-WHITE-PINE GREEN,139000,334000,5865.0,195000,[ 0  0  0  0  0  0  2  5  3  1 13  4 90 11],"[  0   0   0   0   0   0   0   0   0   2   4   3   4  16  30  12  42 111
 378  10  52]"
70870,crawling\product_crawling\image\70870.jpg,Nike,Nike PG 6 EP White Orange Chalk,WHITE,ORANGE CHALK,129000,149400,106.0,20400,[ 0  0  0  0  0  0  0  0  0  2  4  3 18 86],"[  0   0   0   0   0   0   0   0   0   0   0   2   4   3   4 852  73 205
  11  45 382]"
28727,crawling\product_crawling\image\28727.jpg,Nike,Nike Air Force 1 B Silver Snake,BLACK,SILVER,169000,212600,9576.0,43600,[ 0  0  0  0  0  0  0  0  0  0  2  5  3 13],"[  0   0   0   0   0   0   0   0   0   0   0   2   4   3   4  16  30  12
 361  52 596]"
49018,crawling\product_crawling\image\49018.jpg,Nike,Nike Air Force 1 Luxe Summit White,SUMMIT WHITE,LIGHT BONE,169000,235200,5448.0,66200,[ 0  0  0  0  0  0  0  0  2 38  4  3 14 43],"[  0   0   0   0   0   0   0   0   0   0   0   2   4   3   4  16  30  12
 751 331  11]"
81926,crawling\product_crawling\image\81926.jpg,Nike,Nike LeBron XX EP Violet Frost,VIOLET FROST,PURPLE PULSE,239000,250800,176.0,11800,[  0   0   0   0   0   0   0   0   2  87 295   3  28 153],"[  0   0   0   0   0   0   0   0   0   0   0   0   2   4   3   4 148 503
 205 357 668]"
85962,crawling\product_crawling\image\85962.jpg,Nike,Nike Zoom Mercurial Vapor 15 Pro TF Black,BLACK,DARK SMOKE GREY,139000,238600,306.0,99600,[ 0  0  0  0  0  0  0  0  2  5  3 21 40  6],"[  0   0   0   0   0   0   0   0   0   0   2   4   3   4  57 743 590 189
  70 539  10]"
10484,crawling\product_crawling\image\10484.jpg,Nike,Nike SF Air Force 1 Mid Black Cargo Khaki,BLACK,BLACK-CARGO KHAKI,209200,189800,55.0,-19400,[  0   0   0   0   0   0   0   0   2   5   3   5 166  68],"[  0   0   0   0   0   0   0   0   0   2   4   3   4 960  16  30  12  34
  10 755 198]"
68773,crawling\product_crawling\image\68773.jpg,Nike,Nike ACG Lowcate Cacao Wow,CACAO WOW,BLACK,129000,114200,1337.0,-14800,[  0   0   0   0   0   0   0   0   0   2 338 377   3   5],"[   0    0    0    0    0    0    0    0    0    0    0    0    0    2
    4    3    4  140  853 1962 1124]"
83680,crawling\product_crawling\image\83680.jpg,Nike,Nike x Supreme Air Max 98 TL Black,BLACK,Nan,206800,278600,796.0,71800,[0 0 0 0 0 0 0 0 0 0 2 5 3 9],"[   0    0    0    0    0    0    0    0    0    0    2    4    3    4
    9  139   16   33  362 1125   10]"
75835,crawling\product_crawling\image\75835.jpg,Nike,Nike Dunk Low SE Sail Dark Marina Blue,SAIL,DARK MARINA BLUE,139000,196600,11000.0,57600,[  0   0   0   0   0   0   0   0   2  12   3  21 175   8],"[  0   0   0   0   0   0   0   0   0   0   2   4   3   4  32  14  40  79
  61 842  24]"
40651,crawling\product_crawling\image\40651.jpg,Nike,Nike x Sacai x Clot LDWaffle Orange Blaze,NET,ORANGE BLAZE-DEEP RED-GREEN BEAN,209000,243600,4377.0,34600,[  0   0   0   0   0   2 544   3  18 189  73   7  11 545],"[  0   0   0   0   0   0   0   0   0   0   2   4   3   4   9 161   9 431
 377  45 961]"
68772,crawling\product_crawling\image\68772.jpg,Nike,Nike ACG Air Mada Black and Celery Light Bone,LIGHT BONE,BLACK,159000,184400,1488.0,25400,[ 0  0  0  0  0  0  0  0  0  2 14 43  3  5],"[   0    0    0    0    0    0    0    0    0    2    4    3    4  140
   16  756   10   41 1963   54  220]"
40795,crawling\product_crawling\image\40795.jpg,Nike,Nike Air Force 1 '07 LV8 EMB White and Court Purple,WHITE,COURT PURPLE,139000,165200,3422.0,26200,[ 0  0  0  0  0  0  0  0  0  2  4  3 72 28],"[  0   0   0   0   0   0   0   2   4   3   4  16  30  12  42 111 378  11
  41 260  80]"
78300,crawling\product_crawling\image\78300.jpg,Nike,Nike Dunk Low Grand Purple,SAIL,GRAND PURPLE,139000,163600,742.0,24600,[  0   0   0   0   0   0   0   0   0   2  12   3 449  28],"[  0   0   0   0   0   0   0   0   0   0   0   0   0   2   4   3   4  32
  14 757  80]"
76017,crawling\product_crawling\image\76017.jpg,Nike,Nike Air Force 1 '07 LV8 White Black,WHITE,WHITE-BLACK-RACER BLUE,139000,228400,11000.0,89400,[ 0  0  0  0  0  0  0  2  4  3  4  5 91  8],"[  0   0   0   0   0   0   0   0   0   0   2   4   3   4  16  30  12  42
 111  11  10]"
30023,crawling\product_crawling\image\30023.jpg,Nike,Nike Air More Uptempo Rayguns,WHITE,UNIVERSITY GOLD,209000,225000,826.0,16000,[ 0  0  0  0  0  0  0  0  0  2  4  3 19 20],"[   0    0    0    0    0    0    0    0    0    0    0    0    0    2
    4    3    4   16  159  170 1433]"
34314,crawling\product_crawling\image\34314.jpg,Nike,Nike LeBron 8 V/2 Low Miami Nights 2021,WHITE,SOLAR RED,219000,225000,208.0,6000,[  0   0   0   0   0   0   0   0   0   2   4   3 102   7],"[   0    0    0    0    0    0    0    0    0    2    4    3    4  148
  166  160   39   14 1434 1435  165]"
37770,crawling\product_crawling\image\37770.jpg,Nike,Nike Dunk Low Retro PRM Cider,OFF NOIR,CIDER,129000,159200,1250.0,30200,[  0   0   0   0   0   0   0   0   0   2  30  88   3 450],"[   0    0    0    0    0    0    0    0    0    0    0    0    2    4
    3    4   32   14   15  105 1436]"
23643,crawling\product_crawling\image\23643.jpg,Nike,Nike Air Max 97 Triple Black,BLACK,BLACK,196900,203600,1865.0,6700,[0 0 0 0 0 0 0 0 0 0 2 5 3 5],[ 0  0  0  0  0  0  0  0  0  0  0  0  2  4  3  4 16 33 95 65 10]
42512,crawling\product_crawling\image\42512.jpg,Nike,Nike Air Zoom Pegasus 37 White Hyper Violet,WHITE,BLACK-HYPER VIOLET,147700,133800,1110.0,-13900,[ 0  0  0  0  0  0  0  0  2  4  3  5 39 87],"[   0    0    0    0    0    0    0    0    0    0    2    4    3    4
   16   57  363 1964   11  192  357]"
69668,crawling\product_crawling\image\69668.jpg,Nike,Nike Air Kukini Rattan and Particle Grey,RATTAN,PARTICLE GREY,159000,140600,419.0,-18400,[  0   0   0   0   0   0   0   0   0   2 118   3 123   6],"[  0   0   0   0   0   0   0   0   0   0   0   2   4   3   4  16 746 439
  41 502  17]"
70908,crawling\product_crawling\image\70908.jpg,Nike,Nike x Union Cortez SP Lemon Frost,WHITE,LEMON FROST,159000,141400,1499.0,-17600,[  0   0   0   0   0   0   0   0   0   2   4   3 174 295],"[  0   0   0   0   0   0   0   0   0   0   0   2   4   3   4   9 329 376
  44 758 668]"
11072,crawling\product_crawling\image\11072.jpg,Nike,Nike Air Max Woven Boot Multi-Color,DARK OBSIDIAN,DARK OBSIDIAN,246200,182800,28.0,-63400,[ 0  0  0  0  0  0  0  0  2 21 49  3 21 49],"[  0   0   0   0   0   0   0   0   0   0   0   2   4   3   4  16  33 669
 474 136 154]"
55825,crawling\product_crawling\image\55825.jpg,Nike,Nike x Union Dunk Low Passport Pack Argon,HYPER ROYAL,PSYCHIC BLUE,189000,215400,7239.0,26400,[  0   0   0   0   0   0   0   0   2  39  27   3 234   8],"[   0    0    0    0    0    0    0    0    0    0    2    4    3    4
    9  329   32   14 1114   56 1418]"
88309,crawling\product_crawling\image\88309.jpg,Nike,Nike x Ambush Air Force 1 Low SP Game Royal and Vivid Sulfur,GAME ROYAL,VIVID SULFUR,229000,223200,1354.0,-5800,[  0   0   0   0   0   0   0   0   2  94  27   3 149 131],"[  0   0   0   0   0   2   4   3   4   9 540  16  30  12  14  44 341  83
  41 589 588]"
93383,crawling\product_crawling\image\93383.jpg,Nike,Nike LeBron XX EP Olive Suede,OLIVE SUEDE,Nan,239000,192000,56.0,-47000,[  0   0   0   0   0   0   0   0   0   2  46 451   3   9],"[  0   0   0   0   0   0   0   0   0   0   0   0   2   4   3   4 148 503
 205 137 252]"
10788,crawling\product_crawling\image\10788.jpg,Nike,Nike Air More Uptempo Light Bone,LIGHT BONE,WHITE-LIGHT BONE,196900,260000,307.0,63100,[ 0  0  0  0  0  0  0  2 14 43  3  4 14 43],"[  0   0   0   0   0   0   0   0   0   0   0   0   2   4   3   4  16 159
 170  54 220]"
57454,crawling\product_crawling\image\57454.jpg,Nike,Nike x Billie Eilish Air Force 1 High '07 SP Mushroom,MUSHROOM,MUSHROOM-MUSHROOM,209000,187600,3261.0,-21400,[  0   0   0   0   0   0   0   0   0   2 259   3 259 259],"[  0   0   0   0   0   0   0   2   4   3   4   9 945 946  16  30  12  26
  42  44 947]"
46170,crawling\product_crawling\image\46170.jpg,Nike,Nike Air Force 1 '07 QS LBJ,CREAM II,BLACK-SAIL-BLACK,159000,199200,2744.0,40200,[ 0  0  0  0  0  0  0  2 32  1  3  5 12  5],"[   0    0    0    0    0    0    0    0    0    0    0    2    4    3
    4   16   30   12   42  129 1965]"
82600,crawling\product_crawling\image\82600.jpg,Nike,Nike Dunk High Retro Blue Chill,BLUE CHILL,BLUE CHILL,139000,135000,719.0,-4000,[  0   0   0   0   0   0   0   0   2   8 336   3   8 336],"[   0    0    0    0    0    0    0    0    0    0    0    0    2    4
    3    4   32   26   15   24 1116]"
60295,crawling\product_crawling\image\60295.jpg,Nike,Nike x Stussy Air Force 1 '07 Mid SP Black,BLACK,WHITE,179000,136000,4920.0,-43000,[0 0 0 0 0 0 0 0 0 0 2 5 3 4],"[  0   0   0   0   0   0   0   0   2   4   3   4   9 188  16  30  12  42
  34  44  10]"
24746,crawling\product_crawling\image\24746.jpg,Nike,Nike Killshot 2 Leather Sail Gum,SAIL,GUM YELLOW-BLACK-SAIL,109000,90600,7296.0,-18400,[ 0  0  0  0  0  0  0  2 12  3 51 24  5 12],"[  0   0   0   0   0   0   0   0   0   0   0   0   2   4   3   4 402  39
  86  79 190]"
36447,crawling\product_crawling\image\36447.jpg,Nike,Nike Dunk High SE First Use Sail,SAIL,GREEN,139000,183800,2589.0,44800,[ 0  0  0  0  0  0  0  0  0  0  2 12  3 11],"[  0   0   0   0   0   0   0   0   0   0   0   2   4   3   4  32  26  40
 475 759  79]"
88671,crawling\product_crawling\image\88671.jpg,Nike,Nike LeBron XX NRG EP South Beast Multi Color,MULTI COLOR,MULTI COLOR,249000,242000,78.0,-7000,[ 0  0  0  0  0  0  0  0  2 26 31  3 26 31],"[   0    0    0    0    0    0    0    0    0    2    4    3    4  148
  503  383  205  435 1417  136  154]"
68940,crawling\product_crawling\image\68940.jpg,Nike,Nike Air Force 1 '07 LV8 Photon Dust and Sail,SAIL,LIGHT SMOKE GREY-PHOTON DUST,139000,181400,1228.0,42400,[  0   0   0   0   0   0   2  12   3  14  40   6 142 109],"[  0   0   0   0   0   0   0   0   2   4   3   4  16  30  12  42 111 670
 510  41  79]"
53039,crawling\product_crawling\image\53039.jpg,Nike,Nike Air Max 97 Stadium Grey Anthracite,STADIUM GREY,ANTHRACITE,209200,192400,193.0,-16800,[  0   0   0   0   0   0   0   0   0   2 378   6   3  55],"[   0    0    0    0    0    0    0    0    0    0    0    2    4    3
    4   16   33   95 1126   17  300]"
18964,crawling\product_crawling\image\18964.jpg,Nike,Nike Zoom Vomero 5 SP Vast Grey 2019,VAST GREY,VAST GREY-BLACK-SAIL,196900,326800,744.0,129900,[  0   0   0   0   0   0   2 107   6   3 107   6   5  12],"[  0   0   0   0   0   0   0   0   0   0   2   4   3   4  57 585  43  44
 401  17 244]"
12522,crawling\product_crawling\image\12522.jpg,Nike,Nike Air More Uptempo Chicago,UNIVERSITY RED,UNIVERSITY RED-BLACK,209200,332500,55.0,123300,[ 0  0  0  0  0  0  0  2 19  7  3 19  7  5],"[  0   0   0   0   0   0   0   0   0   0   0   0   0   2   4   3   4  16
 159 170 171]"
11249,crawling\product_crawling\image\11249.jpg,Nike,Nike x Supreme SB Air Force 2 Low Yellow,VARSITY MAIZE,WHITE-VARSITY MAIZE,120600,230000,192.0,109400,[  0   0   0   0   0   0   0   2  23 104   3   4  23 104],"[  0   0   0   0   0   0   0   0   0   2   4   3   4   9 139  50  16  30
  39  14  67]"
65562,crawling\product_crawling\image\65562.jpg,Nike,Nike Air Max 90 G NRG Surf and Turf,SUMMIT WHITE,DARK MARINA BLUE,179000,225400,85.0,46400,[  0   0   0   0   0   0   0   2  38   4   3  21 175   8],"[   0    0    0    0    0    0    0    0    0    2    4    3    4   16
   33  191  412  383 1966   41  962]"
40445,crawling\product_crawling\image\40445.jpg,Nike,Nike Air Zoom Tempo Next% Flyknit Black,BLACK,WHITE,239000,193400,222.0,-45600,[0 0 0 0 0 0 0 0 0 0 2 5 3 4],"[  0   0   0   0   0   0   0   0   0   0   0   2   4   3   4  16  57 850
 147 132  10]"
76205,crawling\product_crawling\image\76205.jpg,Nike,Nike x Titan LeBron XIX Low EP Beyond the Seas,WHITE,METALLIC GOLD,219000,180800,126.0,-38200,[ 0  0  0  0  0  0  0  0  0  2  4  3 15 20],"[   0    0    0    0    0    0    0    0    2    4    3    4    9 1967
  148  854   14  205 1968   76 1969]"
11242,crawling\product_crawling\image\11242.jpg,Nike,Nike Air Max 95 Rebel Skulls,BLACK,CHROME-BLACK-OFF WHITE,203100,195800,44.0,-7300,[  0   0   0   0   0   0   0   2   5   3 132   5  30   4],"[   0    0    0    0    0    0    0    0    0    0    0    0    2    4
    3    4   16   33  125 1437 1970]"
24683,crawling\product_crawling\image\24683.jpg,Nike,Nike ISPA Overreact Flyknit Crimson Volt,BLACK,RED-VOLT,219000,167000,42.0,-52000,[ 0  0  0  0  0  0  0  0  0  2  5  3  7 52],"[   0    0    0    0    0    0    0    0    0    0    0    0    2    4
    3    4  472 1438  132  199  206]"
22395,crawling\product_crawling\image\22395.jpg,Nike,Nike Zoom Pegasus 36 Trail GTX Galactic Jade,GALACTIC JADE,BLACK,195000,195000,6.0,0,[  0   0   0   0   0   0   0   0   0   2 546 133   3   5],"[   0    0    0    0    0    0    0    0    0    0    2    4    3    4
   57  363 1439  476  671 1971  760]"
65274,crawling\product_crawling\image\65274.jpg,Nike,Nike Court React Vapor NXT White Black,WHITE,BLACK,189000,193600,63.0,4600,[0 0 0 0 0 0 0 0 0 0 2 4 3 5],"[   0    0    0    0    0    0    0    0    0    0    0    2    4    3
    4  260  200  590 1972   11   10]"
82786,crawling\product_crawling\image\82786.jpg,Nike,Nike Air Force 1 '07 Lemon Wash University Red,LEMON WASH,LEMON WASH,190600,188400,240.0,-2200,[  0   0   0   0   0   0   0   0   2 174 261   3 174 261],"[  0   0   0   0   0   0   0   0   0   2   4   3   4  16  30  12  42 758
 547  89  27]"
62421,crawling\product_crawling\image\62421.jpg,Nike,Nike x Travis Scott Nike Air Trainer 1 Grey Haze and Dusty Sage,GREY HAZE,OLIVE AURA-CANVAS,189000,129800,2245.0,-59200,[  0   0   0   0   0   0   0   2   6 296   3  46 263 297],"[  0   0   0   0   0   2   4   3   4   9 313 243   4  16 131  12  17 855
  41 753 856]"
55808,crawling\product_crawling\image\55808.jpg,Nike,Nike Air Force 1 '07 PRM Carabiner Red,WHITE,BLACK,190600,182000,6185.0,-8600,[0 0 0 0 0 0 0 0 0 0 2 4 3 5],"[   0    0    0    0    0    0    0    0    0    0    2    4    3    4
   16   30   12   42  105 1973   27]"
57620,crawling\product_crawling\image\57620.jpg,Nike,Nike Air Force 1 '07 LX Athletic Club Light Smoke Grey,LIGHT SMOKE GREY,WHITE-SAIL-HYPER-ROYAL,135400,202000,802.0,66600,[ 0  0  0  0  0  2 14 40  6  3  4 12 39 27],"[  0   0   0   0   0   0   0   2   4   3   4  16  30  12  42 236 659 219
  54 130  17]"
72484,crawling\product_crawling\image\72484.jpg,Nike,Nike Air Force 1 '07 PRM Vintage Sail,SAIL,SAIL,169000,189600,2289.0,20600,[ 0  0  0  0  0  0  0  0  0  0  2 12  3 12],"[  0   0   0   0   0   0   0   0   0   0   2   4   3   4  16  30  12  42
 105 119  79]"
67946,crawling\product_crawling\image\67946.jpg,Nike,NIke Dunk Low Safari,CACAO WOW,OFF NOIR-GORGE GREEN,135400,159600,243.0,24200,[  0   0   0   0   0   0   2 338 377   3  30  88 177  11],"[  0   0   0   0   0   0   0   0   0   0   0   0   0   0   2   4   3   4
  32  14 600]"
18130,crawling\product_crawling\image\18130.jpg,Nike,Nike LeBron 3 Black Gold 2018,BLACK,BLACK-METALLIC GOLD,215400,189000,17.0,-26400,[ 0  0  0  0  0  0  0  0  2  5  3  5 15 20],"[  0   0   0   0   0   0   0   0   0   0   0   0   2   4   3   4 148  59
  10  66 172]"
50850,crawling\product_crawling\image\/5085.jpg,Nike,Nike KD 7 Aunt Pearl,WHITE,METALLIC GOLD-PINK POW-PURE PLATINUM,209200,233000,81.0,23800,[ 0  0  0  0  0  2  4  3 15 20 33  1 34 44],"[   0    0    0    0    0    0    0    0    0    0    0    0    0    2
    4    3    4  597  141 1974  506]"
53651,crawling\product_crawling\image\53651.jpg,Nike,Nike Kyrie 8 Infinity EP Journey and Reward,ALUMINUM,BLACK-SAIL,159000,110200,64.0,-48800,[  0   0   0   0   0   0   0   0   0   2 182   3   5  12],"[   0    0    0    0    0    0    0    0    0    0    2    4    3    4
  672  166  440  205 1440   41 1975]"
17840,crawling\product_crawling\image\17840.jpg,Nike,Nike M2K Tekno Atmosphere Grey,ATMOSPHERE GREY,GUNSMOKE-DARK GREY-WHITE,160000,176800,163.0,16800,[  0   0   0   0   0   0   2 339   6   3 214  21   6   4],"[   0    0    0    0    0    0    0    0    0    0    0    0    0    2
    4    3    4  857  858 1127   17]"
15463,crawling\product_crawling\image\15463.jpg,Nike,Nike Air Max 95 Desert,DESERT,ROYAL TINT-CAMPER GREEN,209200,194500,75.0,-14700,[ 0  0  0  0  0  0  0  2 74  3 27 61  1 11],"[  0   0   0   0   0   0   0   0   0   0   0   0   0   2   4   3   4  16
  33 125 185]"
68217,crawling\product_crawling\image\68217.jpg,Nike,Nike Air Max 95 Pearl Grey and Dark Beetroot,BLACK,DARK BEETROOT,189000,174600,172.0,-14400,[  0   0   0   0   0   0   0   0   0   2   5   3  21 264],"[  0   0   0   0   0   0   0   0   0   2   4   3   4  16  33 125 506  17
  41  61 859]"
22367,crawling\product_crawling\image\22367.jpg,Nike,Nike Air Force 1 Low Wheat Black,WHEAT,MIDNIGHT NAVY-BLACK,110700,162000,104.0,51300,[  0   0   0   0   0   0   0   0   2 108   3  35  17   5],"[  0   0   0   0   0   0   0   0   0   0   0   2   4   3   4  16  30  12
  14 364  10]"
49657,crawling\product_crawling\image\49657.jpg,Nike,Nike KD 14 Seasonal EP Legal Pink,LEGAL PINK,HYPER PINK,179000,189400,191.0,10400,[ 0  0  0  0  0  0  0  0  2  1 33  3 39 33],"[   0    0    0    0    0    0    0    0    0    0    0    2    4    3
    4  597  113 1976  205 1977   85]"
44977,crawling\product_crawling\image\44977.jpg,Nike,Nike ACG Air Mowabb Olive Grey,OFF NOIR,OLIVE GREY-BLACK,189000,228600,905.0,39600,[ 0  0  0  0  0  0  0  2 30 88  3 46  6  5],"[  0   0   0   0   0   0   0   0   0   0   0   0   2   4   3   4 140  16
 761 137  17]"
63417,crawling\product_crawling\image\63417.jpg,Nike,Nike Air Max Plus Sunset Gradient,TEAM ORANGE,VOLT,219000,183200,157.0,-35800,[ 0  0  0  0  0  0  0  0  0  2 36 18  3 52],"[   0    0    0    0    0    0    0    0    0    0    0    0    2    4
    3    4   16   33  173 1128 1978]"
20097,crawling\product_crawling\image\20097.jpg,Nike,Nike Air Max 97 Neon Seoul,BLACK,REFLECT SILVER-BLUE LAGOON,239000,183000,1794.0,-56000,[  0   0   0   0   0   0   0   2   5   3 126  13   8 217],"[  0   0   0   0   0   0   0   0   0   0   0   0   2   4   3   4  16  33
  95 473 470]"
45201,crawling\product_crawling\image\45201.jpg,Nike,Nike Air Max 97 SE Air max Running Club Black Deep Royal Blue,BLACK,LIGHT ZITRON,209000,173400,471.0,-35600,[ 0  0  0  0  0  0  0  0  0  2  5  3 14  1],"[  0   0   0   0   0   2   4   3   4  16  33  95  40  16  33 441 219  10
 359  83  24]"
30770,crawling\product_crawling\image\30770.jpg,Nike,Nike Air Force 1 '07 Light Bone,LIGHT BONE,WHITE,110700,206200,797.0,95500,[ 0  0  0  0  0  0  0  0  0  2 14 43  3  4],"[  0   0   0   0   0   0   0   0   0   0   0   2   4   3   4  16  30  12
  42  54 220]"
81277,crawling\product_crawling\image\81277.jpg,Nike,Nike Terminator High Cocoa Snake,WHITE,BLACK,169000,171000,445.0,2000,[0 0 0 0 0 0 0 0 0 0 2 4 3 5],"[   0    0    0    0    0    0    0    0    0    0    0    0    0    2
    4    3    4 1441   26 1422  596]"
51076,crawling\product_crawling\image\51076.jpg,Nike,Nike Air Max 90 LTR Triple Black,BLACK,BLACK,159000,116400,231.0,-42600,[0 0 0 0 0 0 0 0 0 0 2 5 3 5],"[   0    0    0    0    0    0    0    0    0    0    0    2    4    3
    4   16   33  191 1442   65   10]"
45516,crawling\product_crawling\image\45516.jpg,Nike,Nike Dunk Low Retro Next Nature Riftblue,RIFTBLUE,CAVE PURPLE-GREY FOG,129000,172000,4739.0,43000,[  0   0   0   0   0   0   0   2   1   3 333  28   6  62],"[   0    0    0    0    0    0    0    0    0    0    0    2    4    3
    4   32   14   15  147  380 1979]"
37952,crawling\product_crawling\image\37952.jpg,Nike,Nike x Undercover Dunk High 1985 Gym Red,GYM RED,WHITE-BLACK,179000,158800,3211.0,-20200,[ 0  0  0  0  0  0  0  0  2 29  7  3  4  5],"[  0   0   0   0   0   0   0   0   0   0   2   4   3   4   9 294  32  26
 601 151  27]"
45511,crawling\product_crawling\image\45511.jpg,Nike,Nike x Sacai x Kaws Blazer Low Neptune Blue,NEPTUNE BLUE,OPTIC YELLOW-WHITE,169000,166800,2424.0,-2200,[  0   0   0   0   0   0   0   2 330   8   3   1  24   4],"[   0    0    0    0    0    0    0    0    0    2    4    3    4    9
  161    9  963  112   14 1129   24]"
78483,crawling\product_crawling\image\78483.jpg,Nike,Nike ZoomX Invincible Run Flyknit 2 White Black,WHITE,WHITE,199000,136200,72.0,-62800,[0 0 0 0 0 0 0 0 0 0 2 4 3 4],"[  0   0   0   0   0   0   0   0   0   0   2   4   3   4 379 762 304 132
  39  11  10]"
