,date,value,action,reward,balance,coin
0,,100000000.0,5.0,-0.53336494014465,100000000.0,0.0
1,,100000000.0,6.0,-0.2567002608489308,74997500.0,1.1856770215793218
2,,99993942.96893527,6.0,0.30482609572142455,74990457.73383033,1.1857739181403006
3,,100006137.19787718,6.0,-0.20332104851515273,74999601.17703153,1.1851034199734218
4,,99999357.82137087,6.0,-0.09667515999046954,74994518.40641817,1.1851073455957677
5,,99996135.52277929,6.0,-0.3988315597374118,74992101.57698476,1.1849848970537682
6,,99982840.56340021,6.0,-0.23889791128285368,74982131.77763744,1.1852206140899524
7,,99974878.86695227,6.0,-0.0255281690140664,74976160.50353359,1.185266738594303
8,,99974028.65385674,6.0,-0.29222991394228937,74975522.35286118,1.1850599636549244
9,,99964289.27647075,6.0,0.18618695610933325,74968218.97342879,1.185169294056277
10,,99971735.57013406,6.0,-0.11445347679760963,74973802.03255162,1.1846676727749688
11,,99967920.59275791,6.0,-0.29217935349318996,74970941.83469759,1.1845663166266698
12,,99958183.71762057,6.0,-0.23887894661985967,74963640.10943419,1.1846755442023866
13,,99950224.34997882,6.0,-0.594447407723384,74957670.84845132,1.1847216218616365
14,,99930417.91567275,6.0,-0.16778843873050295,74942817.90159994,1.1851892631964602
15,,99924829.78588653,0.0,-0.4702635386768275,124906037.31280194,-1.1851510992941447
16,,99914163.50643666,6.0,0.2602608180202045,74930625.5883592,1.1845188323229006
17,,99924565.20978858,6.0,-0.13222968650032557,74938426.39924905,1.1839122912939097
18,,99920159.65784183,6.0,-0.16776989242214724,74935123.56606407,1.1838320418207884
19,,99914571.56450363,1.0,-0.3,149864363.67337736,-2.367587771960466
20,,99907077.89112556,0.0,0.037927122580024675,124886345.4155379,-1.1837051004848884
21,,99916086.32080917,0.0,0.21575462194830183,124895107.0247629,-1.1841204825883997
22,,99929702.83011037,6.0,-0.18556928403730852,74942282.33959255,1.1849278206904732
23,,99923523.11929944,7.0,0.16499466382063127,49954267.25941579,2.369821489844645
24,,99932617.56949443,0.0,-0.15,124918271.4814598,-1.1846252586535293
25,,99935117.08908619,6.0,-0.15,74946341.12344818,1.1846548885593091
26,,99930120.39571974,6.0,-0.3633549870788788,74942593.66585268,1.1845956565556288
27,,99918016.19084328,6.0,-0.132215357981429,74933516.65047519,1.1847892450357305
28,,99913613.09280853,6.0,-0.15,74930213.96963485,1.1847089391577563
29,,99908617.24283698,0.0,-0.15,124885771.67844248,-1.1846497017031514
30,,99908617.36773324,6.0,-0.18556844052364355,74926467.59493466,1.184649703184088
31,,99902437.28716478,6.0,-0.13221493620453123,74921832.80747218,1.1846326102448037
32,,99898034.4455685,6.0,-0.2033539260558795,74918530.76315142,1.1845523092177355
33,,99891262.54607973,6.0,-0.20335772222746443,74913452.35481785,1.1845562867147297
34,,99884491.15690771,6.0,-0.15,74908374.15152165,1.1845602708297682
35,,99879496.94074859,6.0,-0.4523819406559876,74904628.605859,1.1845010429158296
36,,99864434.58218136,6.0,-0.11441130410017403,74893333.34517384,1.1848001445304357
37,,99860626.79086371,6.0,-0.1855870070706177,74890476.84813344,1.1846987471036836
38,,99854448.84710227,6.0,-0.07882260820051461,74885843.87690562,1.1846816729202527
39,,99851825.45202702,6.0,-0.11441468159823483,74883876.19522646,1.1845381210499553
40,,99848017.09635428,0.0,0.038124258600218036,124810021.58410555,-1.1844367389840365
41,,99854531.7120814,1.0,-0.3,149774309.29254928,-2.3696464489447164
42,,99847043.43650858,0.0,-0.15,124811300.84613544,-1.1847343723926598
43,,99849539.98700829,0.0,-0.04319988609132849,124811924.92134659,-1.1847639951945739
44,,99853094.2165801,6.0,-0.16779899366290452,74884828.45200919,1.1849748916120393
45,,99847509.51870841,6.0,-0.13220058387922726,74880639.68318667,1.1849367407043152
46,,99843109.53123412,6.0,-0.23899496831460484,74877339.82370251,1.184856401528898
47,,99835155.06550722,0.0,0.06788388957462392,124793943.73453157,-1.1849026189886442
48,,99842856.8351782,6.0,-0.48832541849695765,74877151.44627282,1.185359810461572
49,,99826604.736868,6.0,-0.060926810148206154,74864962.9422035,1.1857017856431489
50,,99824578.38088462,6.0,0.008593917009101306,74863442.20966007,1.1855369038845232
51,,99824921.7209487,6.0,0.03824655663733243,74863699.51971738,1.1852876005812003
52,,99826449.03175774,6.0,-0.04317561311456424,74864844.83764133,1.1849961899261383
53,,99825012.08415054,6.0,-0.13219847128924012,74863767.42108616,1.1848103601508597
