,date,value,action,reward
0,,100000000.0,7.0,-17.778831338155
1,,99991444.70783454,7.0,-7.114062129474999
2,,99983600.0631724,3.0,85.97381652593751
3,,99997351.47134832,2.0,-8.88773019221134
4,,99995928.91188183,7.0,1.7776724342277728
5,,99993063.01436798,7.0,-16.59042969213
6,,99974788.46972108,7.0,-5.92712013087
7,,99963862.44177192,2.0,10.37368995115625
8,,99972159.54473817,7.0,-9.482942557075
9,,99955781.02698389,7.0,12.448723116684999
10,,99985630.84420882,7.0,1.1850026070070463
11,,99984424.30429913,1.0,-9.479571523365001
12,,99969252.35994206,7.0,-5.92585569356
13,,99953585.19764866,7.0,-29.632790460605
14,,99889320.93187182,3.0,-5.930072584092727
15,,99886950.34227575,2.0,26.685959627106246
16,,99929620.95500484,7.0,15.411973918200003
17,,99992421.54828426,7.0,0.5924030236248434
18,,99990266.68030323,7.0,-1.1847779726070762
19,,99982185.54052334,0.0,0.0
20,,99982185.54052334,7.0,-13.03286651975
21,,99940681.6905399,7.0,-27.257643991465002
22,,99853903.41307539,7.0,-2.3715227547627116
23,,99841318.38704547,1.0,8.3007233487475
24,,99894416.88938677,7.0,0.0
25,,99889417.36355639,7.0,0.0
26,,99884417.83772603,6.0,-71.12544157045
27,,99793992.0829275,2.0,1.4822017217197558
28,,99799444.42673138,1.0,0.0
29,,99799444.42673138,7.0,0.0
30,,99794444.9010247,7.0,-2.3714665148943936
31,,99777592.10110429,7.0,0.5928947493238912
32,,99778756.37042668,2.0,-8.89321033034629
33,,99760264.98540694,7.0,-3.5575372355545203
34,,99736062.56727833,7.0,0.0
35,,99731063.04165041,7.0,-20.160812124945
36,,99609182.80052686,10.0,11.864085041779493
37,,99577683.85258877,8.0,-5.931761021205073
38,,99545502.3803088,6.0,11.864085041751737
39,,99564615.70440686,7.0,1.1862959096498038
40,,99582146.17292964,5.0,-130.48635824435
41,,99458231.20590538,7.0,0.0
42,,99453231.68052512,1.0,0.0
43,,99453231.68052512,3.0,-35.596478321724994
44,,99384217.83937901,7.0,-1.1867182493519035
45,,99367478.66355872,7.0,0.593373208013226
46,,99374456.13804805,2.0,-14.8339781169125
47,,99314571.13909423,7.0,-15.429168249145
48,,99150784.7829082,7.0,-22.55728362816
49,,98909200.74048322,2.0,7.4235081718
50,,98971459.82398719,10.0,53.442911094749995
51,,99054908.08921337,7.0,6.530515317025
52,,99215618.39941967,9.0,17.8058450654125
53,,99288130.2944274,2.0,1.4836090868053375
54,,99304381.88124323,7.0,0.0
55,,99299382.35598671,7.0,5.93429548044
56,,99461646.13527322,9.0,8.899330770334446
57,,99490387.23209906,7.0,11.8649296409625
58,,99848391.83635902,10.0,124.52266312467499
59,,100229359.98147559,7.0,-10.668057465264999
60,,100037528.24352014,7.0,-27.268631588930003
61,,99549614.89387274,7.0,8.3036773428225
62,,99841884.38427877,7.0,1.1858457451829896
63,,99879826.19918811,3.0,0.0
64,,99879826.19918811,7.0,0.0
65,,99874826.673504,7.0,5.336052743915
66,,100067332.02258432,6.0,35.5660936573625
67,,100319900.66413951,7.0,1.7777988479850129
68,,100385003.82537901,7.0,2.962787390375
69,,100498027.22631407,1.0,3.5549235691425003
70,,100639654.73858094,7.0,1.7772090708745303
71,,100706179.85226512,3.0,8.885413704862177
72,,100777704.49202693,6.0,0.0
73,,100752706.86130226,7.0,11.254057383845002
74,,101227706.45803666,7.0,1.776156870175738
75,,101299206.72961807,7.0,4.736081839495
76,,101500101.09713411,3.0,29.5949049411625
77,,101757468.46451902,7.0,0.0
78,,101752468.93792534,9.0,14.79394986625
79,,101863256.08458543,7.0,-3.5501278046023987
80,,101776075.66459799,0.0,0.0
81,,101776075.66459799,2.0,25.148524225424996
82,,102241767.39351249,1.0,14.787299484220002
83,,102926608.1713283,0.0,-11.822846468528825
84,,102871820.90910292,3.0,-65.028730875625
85,,102570490.96686411,7.0,-13.009130043989998
86,,102261559.67167568,8.0,-50.27562874109999
87,,101769292.99613714,7.0,12.42603550296
88,,102361918.2971456,7.0,-20.10834851316
89,,101869105.57344675,7.0,-5.91659961187
90,,101719448.25719476,10.0,53.255698359724995
91,,101951139.29162264,7.0,-1.1832079132967355
92,,101914604.64547992,7.0,-7.099415481455001
93,,101718974.51912355,10.0,5.917019715528937
94,,101703117.82723379,7.0,1.775063902298424
95,,101801244.04962945,1.0,7.691397467755001
96,,102248122.29549122,7.0,-15.378063783474998
97,,101793168.91004395,7.0,-15.382794935505002
98,,101335138.96575499,7.0,6.510108422895
99,,101716076.91286802,3.0,-5.91673963978856
100,,101680991.68799067,1.0,1.183375934865616
101,,101751162.13774538,4.0,17.749798835620112
102,,101856417.81237745,7.0,2.9580897839374996
103,,102028027.64597201,10.0,-189.2953480668
104,,101375023.35578132,7.0,-26.037968091649997
105,,100535678.82954073,7.0,1.1841606669171778
106,,100607002.51289535,7.0,8.288732060817502
107,,101139580.94719315,7.0,-10.653409090910001
108,,100786864.90700936,6.0,0.0
109,,100761867.2749381,9.0,2.9599109658828837
110,,100777872.73982501,3.0,26.6385679106
111,,101146900.6124475,7.0,2.959210245965
112,,101348100.2548101,7.0,-3.5506320125000546
113,,101218671.100492,8.0,2.959070141791975
114,,101290308.99733377,10.0,-11.835720203579038
115,,101195878.2309742,7.0,-1.1836000378739884
116,,101146206.48375893,6.0,-5.91814028358395
117,,101075353.00230312,7.0,0.591828038443154
118,,101116446.05569267,6.0,0.0
119,,101091448.42294884,2.0,-5.918140283597829
120,,100996896.00698066,7.0,-2.3673681967761877
121,,100896870.59084702,8.0,-29.593503634074995
122,,100403323.62582302,6.0,11.8402045987398
123,,100575481.3352089,7.0,0.0
124,,100570481.80877209,1.0,-3.5517249544203544
125,,100421904.95777225,1.0,-13.02391664693
126,,99877123.17077327,7.0,1.184300907175473
127,,99971648.59885621,7.0,-10.658203263779999
128,,99516655.13726926,3.0,8.883729745085
129,,99666653.11569762,1.0,-7.106478739780001
130,,99366657.1588409,7.0,-7.10748892416
131,,99060240.17803216,7.0,-2.3694997985934663
132,,98954294.26709199,1.0,0.5924030236248434
133,,99004767.45951223,8.0,4.442917397276536
134,,99145465.38850927,0.0,17.77040634995
135,,99451858.87694788,7.0,0.0
136,,99446859.35075808,7.0,0.5922626803434028
137,,99493399.21611881,4.0,-118.4497299346
138,,98978005.30061197,4.0,0.0
139,,98978005.30061197,2.0,0.0
140,,98978005.30061197,9.0,0.0
141,,98953007.67016792,7.0,4.7391118904325
142,,99371697.14502192,7.0,-2.369106846716873
143,,99260301.54723787,8.0,7.40380970431875
144,,99516754.4347415,1.0,-5.922346196665
145,,99247802.73184729,0.0,-5.923047763450873
146,,99194012.39126873,7.0,-8.292463335459999
147,,98810821.98840475,1.0,-7.109004739335
148,,98486658.3797884,10.0,-71.10015642034999
149,,98098279.47989893,7.0,-9.481369109695
150,,97640205.49361134,7.0,-1.185395922237431
151,,97578334.58104134,7.0,0.0
152,,97573335.05521059,6.0,11.854240261732762
153,,97781513.00829983,7.0,0.0
154,,97776513.48242426,1.0,2.9632790460574996
155,,98069168.27184439,0.0,-11.851711387123043
156,,97952106.35607624,7.0,-26.075001185225
157,,96654210.7564826,6.0,26.681529266674996
158,,97168797.77002478,3.0,38.5317620278375
159,,97948197.80825281,1.0,1.1852273265999802
160,,98068105.50644207,7.0,0.0
161,,98063105.98051023,7.0,0.5925855693589277
162,,98118534.37212896,4.0,71.10858280595
163,,98843669.38272858,7.0,-2.3696120944993737
164,,98717340.09913206,7.0,-18.957795208415
165,,97737910.95388412,8.0,22.224592845449997
166,,98647829.74432707,7.0,-1.1848902791600224
167,,98581098.73321867,0.0,0.0
168,,98581098.73321867,10.0,-59.24591795625
169,,98210596.86397791,7.0,-10.665529010235
170,,97626552.3361535,7.0,0.0
171,,97621552.81027842,7.0,5.3339022829100005
172,,98199865.40807676,7.0,5.925293894575001
173,,98845360.58151817,8.0,-5.923889863035381
174,,98701578.04843998,1.0,0.0
175,,98701578.04843998,7.0,1.7772511848368477
176,,98894214.99963188,3.0,11.847498992967328
177,,99157730.30264282,6.0,2.961594048389582
178,,99199796.13529062,7.0,0.0
179,,99194796.6091342,7.0,-1.1846095526901745
180,,99122259.77578497,7.0,0.5923188096779164
181,,99185034.48435688,0.0,2.9615238817393146
182,,99252808.71907377,6.0,-5.922907436811675
183,,99158852.27203274,1.0,-1.1846095526901745
184,,99089893.45582819,9.0,0.0
185,,99064895.82510376,7.0,-2.3692752387061145
186,,98919135.53626347,7.0,1.7770406349981727
187,,99125987.970438,7.0,4.738438210765
188,,99687822.38035774,7.0,0.0
189,,99682822.85411167,7.0,7.106310403635001
190,,100533759.28030252,7.0,-1.184048498625856
191,,100457194.94818592,8.0,-35.522296161225
192,,99578814.00419712,7.0,-10.659718109675001
193,,98922270.93829155,7.0,7.107994124054999
194,,99788839.32936907,7.0,0.5921644796069713
195,,99856707.32866001,7.0,-1.1843009071754729
196,,99778603.41663933,10.0,17.76493438815363
197,,99955027.28493309,7.0,-14.210937685034999
198,,99041509.04718304,10.0,-35.53744462081454
199,,98757276.61872244,0.0,20.7316495285
200,,99303830.0078907,2.0,-29.611730983337498
201,,98523039.45193624,1.0,0.0
202,,98523039.45193624,7.0,7.7008743454225
203,,99536147.99831486,2.0,0.0
204,,99536147.99831486,7.0,0.0
205,,99531148.47206879,7.0,1.776577600909324
206,,99762518.22462988,7.0,0.0
207,,99757518.69834995,7.0,-13.027309978915003
208,,98880620.89245415,7.0,6.5153525398025
209,,99750125.7869296,8.0,-53.29354082284999
210,,98295961.02930498,9.0,-17.772090708745303
211,,98027131.32378769,3.0,-65.1689653538
212,,97133080.38164711,2.0,-50.37096735961249
213,,95751365.28924751,7.0,-16.599478302105
214,,94605162.85058784,7.0,-1.1860707847033414
215,,94518411.6170783,2.0,-5.9304946032484605
216,,94354908.20120287,7.0,-7.11693117927
217,,93857975.0418024,7.0,-10.67691650651
218,,93112939.68223763,7.0,-5.932887180215
219,,92695622.56049109,7.0,4.1535138727325
220,,93269529.07565594,9.0,0.0
221,,93244531.44869852,0.0,26.696725201687496
222,,93999517.90510702,8.0,-26.691024698099998
223,,93226694.43002653,9.0,0.0
224,,93201696.80306864,7.0,2.373042240150225
225,,93540314.65076399,7.0,8.3048595292325
226,,94741297.8749423,0.0,2.9650362920463635
227,,94827439.49991512,1.0,-4.743945539503746
228,,94482873.0000248,9.0,2.965247301617291
229,,94545203.09611607,2.0,-17.7910617705625
230,,94021236.75275707,7.0,0.5931198101993829
231,,94103802.19906998,7.0,-4.7448459111310015
232,,93747593.81710339,9.0,2.9658101406981885
233,,93811584.72792101,0.0,-53.3833159343
234,,93010687.88439894,7.0,-2.3730985547809613
235,,92827236.66296959,7.0,3.5598167880950005
236,,93359016.15247488,7.0,2.372873312295187
237,,93712818.45294905,7.0,-9.49059245023
238,,92988317.15718889,2.0,-11.865492773918684
239,,92628566.2720437,9.0,26.6998932004125
240,,93423688.09422398,2.0,2.9660212604448732
241,,93605936.86063671,7.0,-1.1863522042410146
242,,93509575.68153048,8.0,1.4829754419326548
243,,93589031.71173477,7.0,0.5931761021205073
244,,93676224.30054045,7.0,3.5589721688375002
245,,94225801.04952574,7.0,-9.489241572365
246,,93479468.64306545,7.0,-3.5591410606217178
247,,93195757.45905972,7.0,2.9661620236299995
248,,93656463.8293848,10.0,-47.45296225117102
249,,93224413.2656393,7.0,2.966091640365
250,,93698169.31317234,7.0,-1.186295909649804
251,,93597181.41391706,7.0,-2.372648112558551
252,,93399730.61127663,7.0,-1.1863803535405726
253,,93298268.17117357,9.0,0.0
254,,93273270.54399061,8.0,-35.592255125274995
255,,92081861.40145683,1.0,-1.186746416026452
256,,91983618.8740449,10.0,0.0
257,,91933623.62114382,7.0,4.7470983361425
258,,92735451.54782772,7.0,-1.1865492773932562
259,,92629361.28109503,7.0,-2.373154872087335
260,,92421705.64204693,7.0,-3.5599012720710643
261,,92112009.96592808,1.0,-13.053900742885002
262,,90994790.74642801,2.0,-11.87028156307557
263,,90588529.21206474,7.0,-16.61997245833
264,,89158290.32215643,7.0,-1.0
