,date,value,action,reward,balance,coin
0,,100000000.0,9.0,-2.3734170913833883,-100003999.99999997,9.482043380348465
1,,99924884.67464742,2.0,0.2557102205358794,199843772.27390784,-4.7391455857077265
2,,99933105.03601755,10.0,4.858325822976419,-199874204.27168202,14.220629689216045
3,,100131309.96686429,0.0,0.01943953973407592,125169636.91231528,-1.1865867557043146
4,,100138589.30073276,2.0,-0.33332495852117483,200274675.20872727,-4.747029594725421
5,,100128965.36360241,4.0,2.188614225108576,400507850.802291,-14.238707657232586
6,,100220625.66508436,7.0,-0.23781004765402147,50103304.88178283,2.376078751631958
7,,100207677.51744592,7.0,0.1574696495471445,50101834.59449508,2.376053433808648
8,,100213989.54023637,7.0,-0.34448258694671574,50104990.387123875,2.3758087655635562
9,,100202481.9221798,4.0,-4.841629952813039,400802913.58997315,-14.255919463473758
10,,100045780.66906726,5.0,-0.07110015642042278,400802913.58997315,-14.255919463473758
11,,100031524.74960381,1.0,0.1869940278698867,150040271.38138145,-2.3706399836383496
12,,100033991.5665141,5.0,-0.1777756708068,150040271.38138145,-2.3706399836383496
13,,100039918.16647321,7.0,-0.9489659341438735,50017958.67699064,2.3715695461791055
14,,100008273.14090002,4.0,-0.14651311732040131,400026092.2609223,-14.233351649637083
15,,100008389.51404709,10.0,2.902251108949645,-200028779.88551992,14.233705839701177
16,,100124492.00917864,1.0,-0.9847369294607018,150179733.70340997,-2.3740247067973597
17,,100086625.37763229,2.0,-0.19108978460223794,200170247.1605905,-4.743329559850823
18,,100081250.1181783,8.0,-0.19108525662285739,-4003.4049431979656,4.74296242444331
19,,100074875.23202287,8.0,-0.12,-4003.0750773847103,4.742772694107859
20,,100070872.15694548,3.0,1.1033127177080395,300206612.1384455,-9.485165958810974
21,,100117036.237328,0.0,0.3157273643043104,125149796.50299686,-1.1865019701034367
22,,100134182.21632105,8.0,-0.26228851945845694,-2502.9959300532937,4.749409833107456
23,,100126929.81055787,5.0,-0.49804340092484994,-2502.9959300532937,4.749409833107456
24,,100160175.67938963,1.0,-0.06,150237258.66375414,-2.37464557432347
25,,100157170.82405932,9.0,-0.24,-100162178.71264908,9.49829733507758
26,,100152162.93546957,2.0,0.611268640792814,200298316.54084748,-4.748911208680602
27,,100174647.07263,2.0,-0.19114710555620112,200345288.1789292,-4.751329099657553
28,,100168265.44174936,3.0,-0.24,300498786.0541757,-9.50182749400013
29,,100162255.17067692,9.0,-0.24,-100170268.39150137,9.50125736773638
30,,100154241.9498525,2.0,0.01857569721123457,200302474.32465917,-4.750248622170959
31,,100152982.62342884,0.0,-0.04778719821656632,125192730.50420696,-1.1876035505315756
32,,100153891.04657447,3.0,0.15573552778211588,300457166.20729244,-9.500689263791541
33,,100163635.14803916,9.0,-0.6668959301771771,-100171647.56406623,9.502289645008933
34,,100141369.29754457,9.0,-0.24,-100149381.21265373,9.500853328672903
35,,100133357.38243541,9.0,-2.6592490690443,-100141368.37150255,9.500093202953954
36,,100044595.60114315,9.0,0.03727695520157316,-100052601.10424662,9.49550072144487
37,,100046085.59876114,7.0,-0.13117970863181577,50018040.36479053,2.3737978835182734
38,,100038709.36628759,1.0,-0.20237186788143086,150056063.2489577,-2.3737355107794134
39,,100031961.09479234,2.0,-0.2623583562681596,200060921.0683197,-4.74670025124762
40,,100024213.27327612,1.0,0.2762224199287872,150033318.93362555,-2.3730536956886388
41,,100034264.09231377,3.0,-0.24,300097790.92528075,-9.495646701849951
42,,100029262.74065319,6.0,-0.03,75017445.53861251,1.1868964942292555
43,,100024761.2237758,0.0,0.06399297562822857,125030951.55222735,-1.1868430815132751
44,,100028321.77552794,3.0,-0.09759096195397314,300080464.1411173,-9.496434792255755
45,,100028568.80745754,7.0,-0.02439831956705606,50009283.080134064,2.3741709106488544
46,,100024754.56931815,3.0,0.39337099185899355,300069262.4083419,-9.496096130759087
47,,100043493.51003247,4.0,2.0144215248764974,400163970.91514134,-14.24850363321769
48,,100126105.65865988,1.0,0.5139433693458141,150182156.46962816,-2.377445225184848
