,date,value,action,reward
0,,100000000.0,2.0,-44.447078345387496
1,,100000000.0,7.0,-7.114062129474999
2,,99993577.66184491,7.0,17.1947633051875
3,,100002332.96823046,10.0,-35.55092076884536
4,,99943804.6105394,7.0,1.7776724342277728
5,,99948049.25137289,8.0,-41.476074230325
6,,99884115.7765491,1.0,-5.92712013087
7,,99865746.25517252,7.0,4.149475980462499
8,,99888123.84971777,1.0,-9.482942557075
9,,99856835.71220985,1.0,12.448723116684999
10,,99938967.07316813,2.0,2.9625065175176157
11,,99946789.10754511,2.0,-23.6989288084125
12,,99915500.97003719,7.0,-5.92585569356
13,,99889761.18702447,8.0,-74.08197615151249
14,,99758744.69169998,7.0,-1.1860145168185454
15,,99748767.25597695,3.0,53.37191925421249
16,,99838369.6382955,9.0,77.059869591
17,,99973621.62055382,7.0,0.5924030236248434
18,,99975022.50226974,7.0,-1.1847779726070762
19,,99963385.61279291,10.0,0.0
20,,99913390.3520171,7.0,-13.03286651975
21,,99806707.52232784,6.0,-136.288219957325
22,,99541841.70465088,7.0,-2.3715227547627116
23,,99515509.77110821,10.0,83.007233487475
24,,99648044.26270413,7.0,0.0
25,,99643044.73687375,7.0,0.0
26,,99638045.21104336,7.0,-14.22508831409
27,,99468056.5622313,10.0,5.928806886879023
28,,99434181.92161334,7.0,0.0
29,,99429182.39590657,7.0,0.0
30,,99424182.8701998,2.0,-5.928666287235984
31,,99390993.05092072,2.0,1.482236873309728
32,,99407587.9605602,10.0,-35.57284132138516
33,,99300693.40642285,2.0,-8.8938430888863
34,,99243794.10923994,3.0,0.0
35,,99243794.10923994,8.0,-50.4020303123625
36,,98898785.53840435,1.0,1.1864085041779493
37,,98937904.333318,7.0,-2.3727044084820292
38,,98893311.47206354,2.0,5.932042520875869
39,,98972498.14365423,7.0,1.1862959096498038
40,,99007566.47233176,1.0,-13.048635824435
41,,98787193.27445626,7.0,0.0
42,,98782193.74907601,7.0,0.0
43,,98777194.22369576,8.0,-17.798239160862497
44,,98638084.48166966,7.0,-1.1867182493519035
45,,98611745.79127789,10.0,5.93373208013226
46,,98585463.19617462,7.0,-5.933591246765
47,,98460713.66305685,7.0,-15.429168249145
48,,98141278.28385723,0.0,-112.78641814079998
49,,97681718.18963253,0.0,14.8470163436
50,,97802655.0565337,3.0,26.721455547374998
51,,98020341.41695595,8.0,16.3262882925625
52,,98280434.22682226,3.0,17.8058450654125
53,,98429120.5663675,7.0,0.593443634722135
54,,98449139.47516716,7.0,0.0
55,,98444139.94991076,2.0,14.8357387011
56,,98696698.00855076,0.0,8.899330770334446
57,,98772465.4261427,7.0,11.8649296409625
58,,99277327.98987603,10.0,124.52266312467499
59,,99812496.99243951,8.0,-26.6701436631625
60,,99543879.4666853,2.0,-68.17157897232501
61,,98889353.87166762,7.0,8.3036773428225
62,,99286082.7010243,7.0,1.1858457451829896
63,,99338947.27864099,0.0,0.0
64,,99338947.27864099,10.0,0.0
65,,99288952.02179885,7.0,5.336052743915
66,,99567819.59293985,1.0,7.1132187314725
67,,99946309.05537343,7.0,1.7777988479850129
68,,100036643.01460075,9.0,14.813936951874998
69,,100176460.10152411,7.0,3.5549235691425003
70,,100370660.2049737,7.0,1.7772090708745303
71,,100465971.37725449,7.0,1.7770827409724355
72,,100561993.38259768,7.0,0.0
73,,100556993.8564527,6.0,56.270286919225
74,,101198808.99599504,0.0,8.88078435087869
75,,101304095.22287941,7.0,4.736081839495
76,,101581753.40091467,7.0,5.9189809882325
77,,101932443.59736252,7.0,0.0
78,,101927444.07076883,9.0,14.79394986625
79,,102087392.3952012,10.0,-35.501278046023984
80,,101919329.29865527,2.0,0.0
81,,101919329.29865527,7.0,10.05940969017
82,,102587404.57286239,7.0,14.787299484220002
83,,103578135.84941292,7.0,-2.364569293705765
84,,103493004.94419932,2.0,-32.5143654378125
85,,103052282.36449933,6.0,-65.04565021994999
86,,102573553.02005148,9.0,-100.55125748219999
87,,101827223.40122604,7.0,12.42603550296
88,,102718251.44641685,7.0,-20.10834851316
89,,101983874.59647536,3.0,-29.582998059349997
90,,101769351.85439324,7.0,5.3255698359725
91,,102152623.49145937,7.0,-1.1832079132967355
92,,102104246.0827508,7.0,-7.099415481455001
93,,101837559.38099813,3.0,2.9585098577644686
94,,101881173.91017246,7.0,1.775063902298424
95,,102007727.99660754,1.0,7.691397467755001
96,,102577793.65330672,7.0,-15.378063783474998
97,,101999652.85702181,7.0,-15.382794935505002
98,,101418435.50189543,10.0,65.10108422895
99,,101882049.60197091,7.0,-1.183347927957712
100,,101830121.64522886,9.0,5.91687967432808
101,,101901347.62401271,7.0,1.7749798835620114
102,,102041393.5073421,7.0,2.9580897839374996
103,,102279319.5665524,1.0,-18.92953480668
104,,101501957.6916213,6.0,-130.18984045825
105,,100382049.51258731,7.0,1.1841606669171778
106,,100477060.972893,6.0,41.4436603040875
107,,101168717.71171427,10.0,-106.53409090909999
108,,100636709.24727297,7.0,0.0
109,,100631709.72085905,7.0,0.5919821931765767
110,,100680740.80234289,0.0,26.6385679106
111,,101167016.2734232,3.0,14.796051229824998
112,,101437169.31291246,7.0,-3.5506320125000546
113,,101269367.8362341,7.0,1.18362805671679
114,,101373376.39430523,7.0,-1.1835720203579039
115,,101313636.11101961,7.0,-1.1836000378739884
116,,101253659.10773802,8.0,-2.959070141791975
117,,101185591.00061607,0.0,2.95914019221577
118,,101241160.2913661,7.0,0.0
119,,101236160.76481724,7.0,-2.3672561134391317
120,,101119075.75432348,4.0,-23.673681967761876
121,,101006990.27037764,9.0,-59.18700726814999
122,,100409727.81667757,3.0,11.8402045987398
123,,100638633.74514961,6.0,0.0
124,,100613636.11296606,8.0,-8.879312386050886
125,,100424130.2630887,4.0,-130.2391664693
126,,99775104.47254086,8.0,2.9607522679386826
127,,99881794.64693928,7.0,-10.658203263779999
128,,99338313.02454472,7.0,1.7767459490170001
129,,99513518.22875357,1.0,-7.106478739780001
130,,99153108.76793289,7.0,-7.10748892416
131,,98786278.28315973,2.0,-5.923749496483666
132,,98665667.96362448,7.0,0.5924030236248434
133,,98721210.55852413,10.0,17.771669589106143
134,,98859950.328403,10.0,35.5408126999
135,,99201641.45379162,7.0,0.0
136,,99196641.92760181,7.0,0.5922626803434028
137,,99257397.27599144,0.0,-59.2248649673
138,,98599848.53019238,7.0,0.0
139,,98594849.00410366,5.0,-0.0
140,,98594849.00410366,7.0,0.0
141,,98589849.47801495,3.0,23.6955594521625
142,,99119679.76416683,8.0,-5.9227671167921825
143,,98973538.82375908,7.0,2.9615238817275
144,,99303829.21955872,7.0,-5.922346196665
145,,98962355.3021512,7.0,-1.1846095526901745
146,,98889823.97584534,8.0,-20.731158338649998
147,,98400456.32776785,7.0,-7.109004739335
148,,97985290.28699875,3.0,-35.550078210174995
149,,97575123.77229548,7.0,-9.481369109695
150,,97021339.28627062,6.0,-5.926979611187155
151,,96926558.14112902,7.0,0.0
152,,96921558.61529827,7.0,2.3708480523465525
153,,97197589.83164501,1.0,0.0
154,,97197589.83164501,7.0,2.9632790460574996
155,,97545064.04510975,7.0,-2.3703422774246086
156,,97398600.95498657,2.0,-65.1875029630625
157,,95842501.74887991,2.0,13.340764633337498
158,,96479087.78774166,2.0,19.26588101391875
159,,97398600.95498657,7.0,1.1852273265999802
160,,97535539.0841999,7.0,0.0
161,,97530539.55826807,7.0,0.5925855693589277
162,,97596982.92835331,7.0,7.110858280595
163,,98452142.49792099,1.0,-2.3696120944993737
164,,98308782.64866924,7.0,-18.957795208415
165,,97153112.76955795,10.0,88.89837138179999
166,,98217430.31534767,7.0,-1.1848902791600224
167,,98137906.29094505,7.0,0.0
168,,98132906.7649126,7.0,-5.924591795625
169,,97752914.91036844,7.0,-10.665529010235
170,,97070796.08726835,7.0,0.0
171,,97065796.56139326,4.0,53.339022829099996
172,,97745049.4194293,2.0,14.813234736437499
173,,98499774.81724787,7.0,-2.3695559452141524
174,,98343356.30040646,6.0,0.0
175,,98318358.67007446,7.0,1.7772511848368477
176,,98544753.03298092,7.0,2.3694997985934663
177,,98849226.4920969,10.0,5.923188096779164
178,,98878968.75218964,1.0,0.0
179,,98878968.75218964,7.0,-1.1846095526901745
180,,98793994.78258038,7.0,0.5923188096779164
181,,98869206.62741232,7.0,0.5923047763478629
182,,98944655.39414406,7.0,-1.184581487362335
183,,98858970.65879154,7.0,-1.1846095526901745
184,,98773049.0015397,1.0,0.0
185,,98773049.0015397,2.0,-5.923188096765286
186,,98611204.73934793,10.0,17.770406349981727
187,,98811084.03395033,7.0,4.738438210765
188,,99474312.03195095,7.0,0.0
189,,99469312.50570488,8.0,17.7657760090875
190,,100469103.8108902,3.0,-5.92024249312928
191,,100384746.30082369,7.0,-14.20891846449
192,,99364614.86996126,0.0,-53.298590548374996
193,,98603265.94159126,10.0,71.07994124054999
194,,99596834.56124353,7.0,0.5921644796069713
195,,99679035.55751657,7.0,-1.1843009071754729
196,,99586598.64851427,7.0,1.7764934388153633
197,,99844621.86778879,7.0,-14.210937685034999
198,,98784689.17177916,7.0,-3.553744462081454
199,,98515245.6042924,10.0,41.463299057
200,,99098871.75899029,1.0,-11.844692393335
201,,98193698.3075118,7.0,0.0
202,,98188698.78141165,7.0,7.7008743454225
203,,99366585.44170952,1.0,0.0
204,,99366585.44170952,4.0,0.0
205,,99366585.44170952,8.0,4.441444002273309
206,,99628836.93901777,7.0,0.0
207,,99623837.41273785,6.0,-65.13654989457501
208,,98575789.19531202,7.0,6.5153525398025
209,,99596446.39619923,7.0,-21.31741632914
210,,97908836.01512766,8.0,-8.886045354372651
211,,97614124.84839821,7.0,-13.033793070759998
212,,96571739.94144106,7.0,-20.148386943845
213,,94959478.78581142,8.0,-41.4986957552625
214,,93615053.00787067,3.0,-5.930353923516707
215,,93519915.36761236,7.0,-2.3721978412993843
216,,93324166.12196684,7.0,-7.11693117927
217,,92745494.04993773,10.0,-106.7691650651
218,,91813636.14248419,2.0,-14.832217950537501
219,,91323712.44651222,7.0,4.1535138727325
220,,92006267.5011096,7.0,0.0
221,,92001267.97571802,8.0,13.348362600843748
222,,92880242.99089384,8.0,-26.691024698099998
223,,91970932.14356709,7.0,0.0
224,,91965932.6181755,7.0,2.373042240150225
225,,92361414.65261841,9.0,41.5242976461625
226,,93754712.20391321,4.0,5.930072584092727
227,,93856019.0023756,1.0,-4.743945539503746
228,,93450791.80852509,7.0,0.5930494603234582
229,,93547336.30121136,9.0,-35.582123541125
230,,92905958.13916302,6.0,2.9655990509969143
231,,92984876.84029484,7.0,-4.7448459111310015
232,,92563263.03098965,3.0,2.9658101406981885
233,,92667416.6019373,7.0,-10.676663186859999
234,,91722899.60529041,7.0,-2.3730985547809613
235,,91508643.79994106,7.0,3.5598167880950005
236,,92132837.04120731,2.0,5.932183280737966
237,,92552298.88562393,7.0,-9.49059245023
238,,91706477.5528307,7.0,-4.746197109567474
239,,91280117.88436699,1.0,5.3399786400825
240,,92228178.20630455,7.0,1.1864085041779493
241,,92434333.31581116,7.0,-1.1863522042410146
242,,92323519.20243931,3.0,2.9659508838653097
243,,92429333.79035187,6.0,2.9658805106025357
244,,92511337.10317326,7.0,3.5589721688375002
245,,93149766.807271,2.0,-23.723103930912497
246,,92291861.16784668,10.0,-35.591410606217174
247,,91913033.01646328,7.0,2.9661620236299995
248,,92457274.78403378,7.0,-4.7452962251171025
249,,92011933.16493034,7.0,2.966091640365
250,,92558547.69320202,7.0,-1.186295909649804
251,,92442988.0977993,1.0,-2.372648112558551
252,,92221867.95795631,7.0,-1.1863803535405726
253,,92106071.08651543,7.0,0.0
254,,92101071.56107903,3.0,-71.18451025054999
255,,90768656.02876377,1.0,-1.186746416026452
256,,90657621.4010706,2.0,0.0
