,date,value,action,reward
0,,100000000.0,4.0,-177.78831338154998
1,,100000000.0,8.0,-17.785155323687498
2,,99983944.15461229,2.0,42.986908262968754
3,,100001136.47142518,7.0,-3.555092076884536
4,,99993647.41148973,7.0,1.7776724342277728
5,,99991848.48845713,7.0,-16.59042969213
6,,99968594.72956428,0.0,-29.635600654349997
7,,99962075.36066958,7.0,4.149475980462499
8,,99967862.74174017,6.0,-47.414712785374995
9,,99921054.27638188,7.0,12.448723116684999
10,,99978287.68461218,7.0,1.1850026070070463
11,,99979689.10575062,6.0,-47.397857616825
12,,99919608.11557055,7.0,-5.92585569356
13,,99891496.31845468,7.0,-29.632790460605
14,,99765008.87856564,3.0,-5.930072584092727
15,,99760149.36200511,6.0,53.37191925421249
16,,99843971.79988194,3.0,77.059869591
17,,100001156.3393586,3.0,2.962015118124217
18,,100007201.89856923,7.0,-1.1847779726070762
19,,99995919.85767525,7.0,0.0
20,,99990920.33159769,7.0,-13.03286651975
21,,99911599.99605542,3.0,-136.288219957325
22,,99756201.93990195,7.0,-2.3715227547627116
23,,99737215.23520744,8.0,20.75180837186875
24,,99830927.39736736,7.0,0.0
25,,99825927.87153697,0.0,0.0
26,,99825927.87153697,1.0,-14.22508831409
27,,99732044.87415218,7.0,0.5928806886879023
28,,99735106.08384758,7.0,0.0
29,,99730106.55814093,1.0,0.0
30,,99730106.55814093,7.0,-2.3714665148943936
31,,99708036.97504652,4.0,5.928947493238912
32,,99716572.00374037,7.0,-3.5572841321385162
33,,99685255.93513691,2.0,-8.8938430888863
34,,99658939.39222896,7.0,0.0
35,,99653939.86660099,7.0,-20.160812124945
36,,99491748.9396444,7.0,1.1864085041779493
37,,99505717.08364815,7.0,-2.3727044084820292
38,,99481275.34786695,10.0,23.728170083503475
39,,99479655.7821784,8.0,2.9657397741245095
40,,99492531.10872275,4.0,-130.48635824435
41,,99352973.33735663,7.0,0.0
42,,99347973.81197631,7.0,0.0
43,,99342974.28659606,7.0,-7.119295664345
44,,99257580.76307201,0.0,-5.9335912467595175
45,,99244181.76338136,9.0,2.96686604006613
46,,99233769.88298082,7.0,-5.933591246765
47,,99154654.90888548,0.0,-77.145841245725
48,,98961954.74205077,7.0,-22.55728362816
49,,98670805.0548414,7.0,2.9694032687200003
