,value,action,reward
120,99424805.02524018,2.0,-0.0015387893279045222
121,99424805.02524018,9.0,-0.015388621889719
122,99388181.8645312,10.0,0.00947216367899184
123,99372754.6556592,4.0,0.0
124,99372749.94620013,10.0,-0.009234484881492921
125,99316009.38364057,1.0,-0.0033862183282018002
126,99292714.56421134,1.0,0.00047372036287018926
127,99296525.94296432,9.0,-0.013855664242914002
128,99272659.74173453,2.0,0.0017767459490170001
129,99277448.62196603,7.0,-0.0018476844723428003
130,99265822.09885111,5.0,0.0
131,99255789.1713878,2.0,-0.001540174869085753
132,99253280.10302666,3.0,0.0011848060472496869
133,99253905.90625013,1.0,0.0007108667835642457
134,99255598.83728527,2.0,0.00355408126999
135,99258138.13973224,1.0,0.0
136,99258138.0550371,8.0,0.0005922626803434028
137,99248615.31556875,4.0,-0.030796929782996002
138,99248613.56755081,2.0,0.0
139,99248613.56755081,5.0,0.0
140,99248613.56755081,2.0,0.0
141,99248613.56755081,6.0,0.009478223780865
142,99233210.77160367,8.0,-0.0015399194503659674
143,99224072.13837244,4.0,0.011846095526910001
144,99224069.19761886,6.0,-0.0076990500556645
145,99193389.1379883,2.0,-0.0007699962092486135
146,99192507.09112194,1.0,-0.0021560404672196
147,99186953.72346255,0.0,-0.0092417061611355
148,99184572.99063309,9.0,-0.0092430203346455
149,99155720.92474997,9.0,-0.0123257798426035
150,99130525.0568017,3.0,-0.0015410146989086604
151,99129592.19438806,3.0,0.0
152,99129591.26292306,5.0,0.0
153,99131453.26189041,9.0,0.0
154,99111581.32724369,1.0,0.001185311618423
155,99117915.99476771,8.0,-0.0015407224803259956
156,99109133.06607836,7.0,-0.0067795003081585
157,99071807.99547866,1.0,0.002134522341334
158,99084919.74460235,1.0,0.003082540962227
159,99101965.14802986,5.0,0.0
160,99104587.56263794,6.0,0.0
161,99093641.75774923,6.0,0.0011851711387178554
162,99090261.10225007,10.0,0.02844343312238
163,99112978.34228638,10.0,-0.006160991445698372
164,99108283.8899805,2.0,-0.01232256688546975
165,99080099.59896836,8.0,0.00888983713818
166,99105627.07137823,9.0,-0.0015403573629080292
167,99098854.14833559,7.0,0.0
168,99098389.93192199,2.0,-0.00385098466715625
169,99090324.70211077,7.0,-0.0027730375426611004
170,99073595.13009766,8.0,0.0
171,99070103.4567973,10.0,0.02133560913164
172,99080767.39198247,6.0,0.01185058778915
173,99104254.55709389,5.0,0.0
174,99099557.64773531,9.0,0.0
175,99099558.95624006,3.0,0.0035545023696736955
176,99103079.19566163,8.0,0.002369499798593466
177,99102757.06023756,2.0,0.0005923188096779164
178,99103857.10780263,8.0,0.0
179,99097277.47424783,1.0,-0.00030799848369944543
180,99096005.8667045,6.0,0.0011846376193558328
181,99086457.23574291,0.0,0.0011846095526957259
182,99087360.22073583,7.0,-0.00030799118671420716
183,99083266.59696285,9.0,-0.001539992418497227
184,99067868.58149976,3.0,0.0
185,99067866.88236576,10.0,-0.006160115620635898
186,99031561.44209655,6.0,0.0035540812699963453
187,99038609.7924701,1.0,0.001895375284306
188,99055506.3971332,8.0,0.0
189,99054270.3091024,5.0,0.0
190,99080318.70910226,0.0,-0.0015392630482136127
191,99079231.18731692,7.0,-0.0036943188007674006
192,99062031.63441496,4.0,-0.027715267085155003
193,99062029.21030395,0.0,0.014215988248109998
194,99062029.21030395,6.0,0.0011843289592139425
195,99038439.26974149,9.0,-0.0015395911793281147
196,99024304.35681623,1.0,0.0007105973755261453
197,99029054.71752872,6.0,-0.0184742189905455
198,98997438.82124063,1.0,-0.000923973560141178
199,98992134.19209959,4.0,0.0165853196228
200,98992130.65417415,9.0,-0.015398100111335501
201,98955659.65320368,1.0,0.0
202,98955659.41858016,8.0,0.0077008743454225
203,98966767.00771496,6.0,0.0
204,98956565.97161222,2.0,0.0
205,98956565.04066138,6.0,0.0035531552018186474
206,98952167.03849104,10.0,0.0
207,98942164.3672898,8.0,-0.008467751486294752
208,98916384.6591374,2.0,0.006515352539802501
209,98935719.20555446,5.0,0.0
210,98904078.93832123,6.0,-0.004620743584273779
211,98891746.50361207,7.0,-0.0033887861983976
212,98868248.80947089,7.0,-0.0052385806053997005
213,98831884.85660613,8.0,-0.010789660896368252
214,98800314.59769821,7.0,-0.0003083784040228688
215,98797755.95748647,9.0,-0.0030838571936892
216,98791540.67259704,8.0,-0.0046260052665255
217,98777417.28308356,3.0,-0.013879991458463001
218,98767138.8216944,9.0,-0.007712753334279501
219,98745762.26813486,1.0,0.0016614055490930001
220,98756741.85712476,6.0,0.0
221,98748578.25371048,10.0,0.021357380161349998
222,98761508.84052394,9.0,-0.013879332843012
223,98740421.643205,9.0,0.0
224,98740422.66263524,1.0,0.00094921689606009
225,98748857.71444523,4.0,0.033219438116930004
226,98748853.49457599,3.0,0.0011860145168185454
227,98748853.49457599,6.0,-0.00616712920135487
228,98719484.03166759,7.0,0.00023721978412938327
229,98718304.99412885,0.0,-0.0092513521206925
230,98714439.05935967,5.0,0.0
231,98715083.1670113,3.0,-0.006168299684470304
232,98713794.30727834,10.0,0.002372648112558551
233,98673570.38286151,2.0,-0.006939831071459001
234,98657759.82721575,10.0,-0.0061700562424304994
235,98640760.27300614,6.0,0.0071196335761900004
236,98654809.94999443,2.0,0.002372873312295187
237,98661832.07772067,0.0,-0.012337770185299
238,98654807.02215672,8.0,-0.003085028121218858
239,98642125.2839041,1.0,0.0021359914560330003
240,98652199.23351684,4.0,0.004745634016711797
241,98652196.9936867,2.0,-0.0007711289327566594
242,98652196.9936867,2.0,0.000593190176773062
243,98652196.9936867,6.0,0.0011863522042410144
244,98628706.64767689,7.0,0.0014235888675350002
245,98633965.83468239,4.0,-0.024672028088149
246,98633963.2587201,2.0,-0.0023134416894041165
247,98633963.2587201,3.0,0.00593232404726
248,98633963.2587201,5.0,0.0
249,98633963.2587201,10.0,0.01186436656146
250,98596353.25296384,9.0,-0.0015421846825447454
251,98594025.70709346,8.0,-0.001542221273163058
252,98589349.33206324,6.0,-0.0015422944596027441
253,98587014.44351718,2.0,0.0
254,98587013.27317804,2.0,-0.009253986332571499
255,98571220.71309829,6.0,-0.0015427703408343878
256,98558612.30418503,2.0,0.0
257,98558611.3898395,2.0,0.0047470983361425
258,98566835.70130652,8.0,-0.0007712570303056165
259,98558575.155162,1.0,-0.0006170202667427072
260,98556134.32592428,5.0,0.0
261,98552473.48903072,4.0,-0.033940141931501
262,98552471.04725249,2.0,-0.0030862732063996487
263,98552471.04725249,2.0,-0.0108029820979145
264,98552471.04725249,3.0,0.003562606878204644
265,98552471.04725249,5.0,0.0
266,98552471.04725249,4.0,-0.012348317541737156
267,98552471.04725249,5.0,0.0
268,98552471.04725249,4.0,0.02849950125873
269,98552471.04725249,10.0,0.0
270,98503199.49155559,1.0,-0.0033952229450594004
271,98480033.8810395,4.0,0.002374902035295889
272,98480029.66708952,10.0,0.004749691270067302
273,98435471.82712522,0.0,0.0011873664212735944
274,98436638.86155012,5.0,0.0
275,98451840.72800866,3.0,-0.009258380020890002
276,98448331.43502071,8.0,0.000593570444940017
277,98440127.37747097,2.0,-0.00385811628956
278,98436291.0823877,1.0,0.0002374507289726324
279,98436981.36988981,10.0,0.02611895999049
280,98428015.85067944,6.0,0.0035607463324316413
281,98435035.29818441,9.0,-0.001542880201285679
282,98432702.9100887,0.0,0.0035605772882640885
283,98436205.65288675,8.0,0.0089008093802675
284,98451960.40600285,2.0,0.0083044654296975
285,98467293.64542459,0.0,-0.006166982922202748
286,98465101.98245397,1.0,0.0009488566277626733
287,98467073.38329631,7.0,0.005692599620492
288,98479440.87669364,5.0,0.0
289,98471992.27597037,8.0,-0.0007706352405550956
290,98462162.16576532,7.0,-0.00030826140567152827
291,98458325.13356897,10.0,0.004742595622575507
292,98439405.87235567,9.0,-0.0154127048111335
293,98416067.1659576,4.0,0.04269145933637
294,98416062.49470243,2.0,-0.013868803489723
295,98416062.49470243,1.0,0.0
296,98416062.49470243,7.0,-0.00030832720631890354
297,98410908.74033993,8.0,0.017195578957355
298,98421837.76729952,6.0,0.002370173733734493
299,98408326.68190834,6.0,0.0
300,98400029.60952207,5.0,0.0
301,98349615.37628238,6.0,0.0
302,98345468.91459973,7.0,-0.0006165959162383051
303,98340743.76559208,1.0,0.00260879876675
304,98362081.34960967,3.0,0.011855083459785
305,98371778.5066857,6.0,-0.024652728393306
306,98331001.93292347,10.0,0.002371354043151364
307,98318978.4621367,2.0,0.0100780156979875
308,98348707.4410901,9.0,-0.0323551720868415
309,98299725.43303788,5.0,0.0
310,98358885.91143143,10.0,0.07109678642525
311,98422677.32466851,7.0,0.001894567328186
312,98441325.51639289,0.0,0.013022683146275
313,98454143.60503824,4.0,0.0023671440407158077
314,98454141.27288716,1.0,-0.006154428821663201
315,98454141.27288716,1.0,-0.0003078671908299802
316,98454141.27288716,5.0,0.0
317,98454141.27288716,3.0,-0.0030787448194175004
318,98454141.27288716,6.0,0.017762830684695
319,98447018.31175096,5.0,0.0
320,98451681.843062,7.0,-0.0055395104398465
321,98426139.46591799,7.0,0.004026146267526
322,98447508.58248654,4.0,-0.058473994460349
323,98447505.80664115,2.0,0.0278290938373325
324,98447505.80664115,8.0,-0.0061510799876955
325,98430542.89077541,7.0,-0.0027685099737347007
326,98420039.50550906,9.0,0.001183375934865616
327,98404974.90800834,1.0,-0.0015383523063441
328,98398030.40140593,3.0,0.0011834879757643968
329,98398723.43165365,3.0,-0.0030769959052290297
330,98398028.31710495,1.0,-0.0012308566288723457
331,98396778.29202117,0.0,-0.0384679118433805
332,98392871.86810392,0.0,-0.018475531763695503
333,98391934.24507605,3.0,0.02013931668483
334,98392598.20583104,1.0,0.003315728394477
335,98393090.36803518,5.0,0.0
336,98392563.04301345,2.0,-0.0123158542939705
337,98392141.16540977,2.0,0.0005923328436741038
338,98392160.92690837,0.0,0.01540028905158
339,98392289.44259785,0.0,-0.009237328280433499
340,98392259.77067308,9.0,-0.016937508883308
341,98354869.63155797,6.0,0.008293249295075
342,98354848.34504655,9.0,-0.006159677801471086
343,98340559.93655983,9.0,0.026062645121545002
344,98385563.03187913,8.0,0.00532821824382
345,98404787.43368225,7.0,0.0075762956649370015
346,98475980.81058456,8.0,0.001774349996452873
347,98482233.48053652,2.0,-0.01460777819833475
348,98450078.47889839,5.0,0.0
349,98407770.75144055,4.0,0.06867481292034
350,98407767.36513004,2.0,-0.006921930094420251
351,98407767.36513004,7.0,-0.008923499337246002
352,98396092.50687431,7.0,-0.00030791823586562295
353,98391222.1257998,1.0,-0.0021554787057648
354,98388433.04549211,4.0,0.08291677524816
355,98388432.2482389,7.0,0.0016569616058310001
356,98385143.55096158,1.0,0.0004733391711830848
357,98385562.71370012,7.0,-0.004614838480652399
358,98374764.47333604,10.0,-0.030776515151511998
359,98311193.12383252,9.0,0.013023916646935
360,98336816.37555447,8.0,-0.01538789327904075
361,98290251.85453331,5.0,0.0
362,98287923.50266436,9.0,0.016579819990525
363,98320521.69967195,9.0,0.004735521144105803
364,98329835.92071313,7.0,-0.0064633742127929005
365,98280946.53777106,1.0,-0.00030793282327057364
366,98278850.80457547,4.0,-0.040032215273829996
367,98278846.61194551,9.0,-0.0123213989526745
368,98244964.36071947,6.0,-0.0092428012797705
369,98222208.66908757,2.0,-0.007703429803975751
370,98209110.11768454,8.0,0.0035562720785175
371,98213126.61352354,1.0,-0.0015408320493059
372,98206086.39692768,1.0,0.001185395922238
373,98212422.02839008,9.0,0.0011852554225422196
374,98203031.66873327,4.0,0.002370454653211062
375,98203028.07161692,0.0,0.0
376,98203028.07161692,4.0,-0.003081518003174022
377,98203028.07161692,10.0,-0.018489546294973
378,98139964.06380655,7.0,-0.0009246088193451964
379,98132983.29313232,5.0,0.0
380,98123672.32577616,9.0,-0.021577786735583
381,98091102.32081501,8.0,-0.0007708911501702609
382,98088777.99399343,5.0,0.0
383,98086450.90700795,5.0,0.0
384,98067834.21112402,4.0,0.01423521317232
385,98067829.55462296,3.0,0.0071165935239
386,98067829.55462296,2.0,0.00296482531249
387,98067829.55462296,9.0,-0.004624579044726351
388,98039826.28891712,1.0,0.0007115243222721723
389,98042965.82689114,3.0,0.005928947493235
390,98045581.25533253,7.0,0.0042683360603260005
391,98054445.02621345,7.0,-0.0003081371921593856
392,98050161.01183915,0.0,-0.013866502322932999
393,98046265.25247395,5.0,0.0
394,98042803.12500675,10.0,-0.052405681629548
395,97963387.51819764,7.0,0.007116762347582999
396,98033133.27822141,6.0,0.00711170111891
397,98047088.45318776,1.0,-0.0018487793315953003
398,98034536.40840122,1.0,0.001659396927744
399,98047715.14847086,3.0,-0.003081225853854841
400,98045830.52784044,1.0,-0.007087155419658601
401,98026344.01201819,3.0,-0.0262059479201195
402,98019141.6955211,0.0,0.026097890815909998
403,98023801.04564998,10.0,0.04268336060326
404,98021099.29851757,4.0,0.0
405,98021094.64732066,9.0,0.009481144374120001
406,98005885.21853982,3.0,0.01540393866862
407,98013435.04248804,9.0,0.002369106846722424
408,97997965.68113446,7.0,-0.0033876622761293005
409,97979206.35577765,3.0,0.0035544181417490606
410,97981512.50096384,6.0,0.01895554923704
411,97989861.56033918,3.0,-0.033870203694931496
412,97972860.36757115,7.0,0.0
413,97969592.37781361,4.0,0.002369780558320045
414,97969590.52165747,2.0,-0.01848385032820625
415,97969590.52165747,5.0,0.0
416,97969590.52165747,8.0,0.0
417,97957345.48455536,1.0,0.0
418,97957345.36832598,7.0,0.0007114736991886694
419,97955658.44125375,10.0,0.016599871943839998
420,97937762.7090794,5.0,0.0
421,97923825.12596826,1.0,0.0
422,97923824.66114986,1.0,0.004979843490633001
423,97963337.2909334,10.0,0.026071911071089998
424,97979590.15643445,8.0,-0.0030804227287820063
425,97970303.93274693,0.0,0.0035546708374800673
426,97973784.3789999,9.0,0.0
427,97961540.12295645,3.0,0.011848060472495
428,97970244.68501437,7.0,0.0
429,97967183.97196475,10.0,-0.012319063751157214
430,97930355.51595269,2.0,0.0
431,97930354.35492635,5.0,0.0
432,97944279.7083092,6.0,0.00947530498638
433,97954408.0015767,6.0,-0.0415650238021915
434,97892622.63169216,9.0,0.0
435,97891095.4345224,2.0,-0.010783012607828501
436,97867494.95690435,9.0,0.015409416338715
437,97886842.58315238,4.0,-0.036971205119082
438,97886838.5753569,8.0,0.001777967427635252
439,97876344.27690487,5.0,0.0
440,97879244.93708122,3.0,0.0035552606006072907
441,97880114.55471203,5.0,0.0
442,97878664.22462386,6.0,-0.026191661333526003
443,97835070.38930602,9.0,-0.0046239210850801404
444,97818934.21169864,8.0,0.0
445,97816260.85753345,0.0,-0.0015414166804988971
446,97815289.27983078,5.0,0.0
447,97817228.55474702,1.0,0.0
448,97817228.36072257,8.0,0.0
449,97809602.01216117,5.0,0.0
450,97830586.87121563,1.0,-0.0049304288050823
451,97812811.2141889,4.0,0.0023712978112877536
452,97812808.99115168,4.0,0.002371241582088679
453,97812808.99115168,7.0,-0.0003082540962220382
454,97807686.88226646,9.0,0.0
455,97785682.3102278,5.0,0.0
456,97783131.12139669,5.0,0.0
457,97779304.33815004,0.0,0.0
458,97779303.06191783,9.0,0.0
459,97761583.41624749,0.0,-0.001541489790595763
460,97760842.77328075,2.0,0.0
461,97760842.40351401,9.0,0.0011857894986477824
462,97743684.30373232,2.0,0.0017786420660692581
463,97746915.53972872,5.0,0.0
464,97743683.58516109,2.0,0.0017786420660692581
465,97746107.0121584,7.0,-0.0021579321792743
466,97736210.79012391,2.0,-0.003083272063181819
467,97733333.36919412,6.0,0.01541782300339
468,97736225.5770191,9.0,0.0
469,97727804.2026876,0.0,0.002371241582088679
470,97729720.42539161,6.0,-0.006164935742400401
471,97708848.58059509,9.0,0.001185677021575682
472,97703670.21027525,7.0,-0.0030826871546796
473,97682839.69420993,4.0,0.02371860249994
474,97682835.66914313,1.0,0.0002371297811287754
475,97682835.66914313,10.0,0.0
476,97633998.8839006,7.0,-0.00030826140567152827
477,97631685.14553672,9.0,-0.01695477935073
478,97606223.88361831,1.0,-0.00030834914610977654
479,97604139.3271071,0.0,0.0
480,97604137.24197191,3.0,0.0
481,97604136.19940433,3.0,-0.010792476102375501
482,97602312.09661618,0.0,-0.004626115012338894
483,97601921.06850906,9.0,-0.003084296187338409
484,97576449.4157795,3.0,0.002372648112558551
485,97577671.1402548,0.0,0.0
486,97577670.52847503,3.0,0.0
487,97577670.22258516,1.0,-0.0015421480936667002
488,97576982.28372659,10.0,0.0023728170083447964
489,97533412.5920421,3.0,0.0
490,97533410.27556121,4.0,0.0
491,97533407.95908034,5.0,0.0
492,97533407.95908034,1.0,0.0002372760707092248
493,97533407.95908034,3.0,0.007118113225455
494,97533407.95908034,6.0,0.0023723666729980053
495,97511340.77100608,2.0,-0.0061678607012360005
496,97504398.64205797,1.0,0.001423622645091
497,97509084.01481499,4.0,0.0
498,97509082.45218527,8.0,0.0
499,97496894.97351524,5.0,0.0
500,97500943.2012219,7.0,-0.0021584952204751003
501,97492025.27494434,2.0,0.0
502,97492024.8988784,8.0,0.0
503,97482810.02220163,3.0,0.0011861833364990026
504,97483309.56053106,1.0,0.00023723103930839431
505,97483759.94629186,6.0,-0.001541965175306803
506,97462756.79026015,8.0,0.0065238535810025
507,97475609.73705757,0.0,0.00355753723555452
508,97478029.38144663,8.0,-0.003082979581187917
509,97465366.45913646,8.0,-0.003083272063181819
510,97453558.62612997,7.0,-0.0006167129201362087
511,97448675.05486104,9.0,0.00593021325047
512,97450302.92669335,8.0,-0.0023125088942638206
513,97442219.72399572,6.0,0.0011859863848773244
514,97441380.60283676,7.0,0.00047438330170734855
515,97445445.71423756,10.0,-0.0061666903847035215
516,97438117.83524631,9.0,0.0
517,97438118.51160862,8.0,-0.0092504743832995
518,97410384.58345477,3.0,0.008304071367555
519,97418471.38279605,7.0,0.0
520,97416036.37972045,2.0,0.0
521,97416035.74384041,8.0,-0.0069386786858025
522,97397248.34696017,6.0,-0.0015422578655133188
523,97384719.09219679,8.0,0.0
524,97382038.5796328,3.0,-0.0015422944596027441
525,97381072.12103705,9.0,0.016609719058465002
526,97389816.89488493,6.0,0.008302101617715
527,97396546.6227412,1.0,0.0
528,97396546.22777219,7.0,0.0009486540969994017
529,97402741.01166698,1.0,0.0007114230833082935
530,97407681.14372712,9.0,0.00829934553732
531,97414540.55906992,7.0,-0.0021574717276359
532,97399762.05023926,8.0,-0.0015413070283612496
533,97394018.53436558,1.0,0.0004742708086324932
534,97397772.85589284,8.0,-0.0038532675708995
535,97385567.84797773,8.0,0.0005928806886879023
536,97385926.1074003,6.0,0.0011857332574471968
537,97385552.22223729,9.0,0.0
538,97384271.94183068,0.0,-0.0015414166804988971
539,97383145.35015863,7.0,0.0007114399544683181
540,97384375.53802462,10.0,-0.03699224585615
541,97334180.28516969,9.0,0.0
542,97334185.90616222,0.0,0.0
543,97334183.5960009,3.0,0.009487891079004999
544,97338800.45456944,10.0,0.03794436407618
545,97339239.59197997,1.0,-0.0049308963326454005
546,97305998.00051238,5.0,0.0
547,97305998.00051238,2.0,0.0023715227547627116
548,97312229.67299913,8.0,0.0
549,97308279.75965184,3.0,0.013042137962100001
550,97317878.39600027,2.0,-0.00231141245080696
551,97315914.24474859,9.0,0.0023708480523465525
552,97301450.99649331,9.0,0.005926839098165
553,97302211.96683274,9.0,-0.0077039776229065006
554,97287359.23695308,4.0,-0.021573694317344
555,97287355.03452215,3.0,-0.003082467871203809
556,97287355.03452215,1.0,-0.00030826140567152827
557,97287355.03452215,3.0,0.0011856489056438768
558,97287355.03452215,2.0,-0.0007706535141788207
559,97287355.03452215,6.0,0.0
560,97263035.50273642,2.0,-0.01078940504137925
561,97250923.31787169,10.0,-0.009251132670732298
562,97213615.43941702,8.0,0.010082079992405
563,97252833.04572548,6.0,0.00711389343387
564,97266677.28870966,1.0,-0.00030822486189086007
565,97264601.04524562,1.0,0.0
566,97264600.62988164,8.0,0.0
567,97262291.94443734,9.0,0.0
568,97258829.49344224,1.0,0.00023710166919599376
569,97260756.77388318,2.0,0.0005927401190208847
570,97262201.59132293,10.0,-0.009246526625257268
571,97237144.32342936,2.0,0.0
572,97237143.16985606,5.0,0.0
573,97237143.16985606,5.0,0.0
574,97235413.6746447,1.0,0.0
575,97235413.3285727,2.0,0.0
576,97235412.54991072,10.0,-0.021577275098392003
577,97195275.24040076,10.0,-0.043161714136645
578,97163017.128102,6.0,0.0
579,97163017.1251022,8.0,-0.0046260052665255
580,97149187.07552803,7.0,-0.0003084442546326116
581,97146882.0671551,10.0,0.01186352204243
582,97158407.10635236,3.0,-0.003084149842235151
583,97156099.79194747,5.0,0.0
584,97154947.2878254,1.0,0.0004745183638599216
585,97157021.56462905,10.0,0.0
586,97130305.71237208,8.0,0.0011862396204043169
587,97134918.79514629,5.0,0.0
588,97146443.15337798,0.0,0.0
589,97146440.8473539,10.0,0.01423251180112
590,97135987.92883238,2.0,0.0053364324170449996
591,97151541.45167926,0.0,0.0011856207910443395
592,97152403.87116344,3.0,-0.0107888933677915
593,97149378.48632306,4.0,-0.018498316178901002
594,97149377.62174234,0.0,-0.0015417457305488829
595,97149377.62174234,7.0,-0.0012334258402709741
596,97143598.87101933,8.0,-0.0023128928952687033
597,97130424.40118729,7.0,0.001660656671094
598,97133477.95117337,4.0,0.01185986384877
599,97133476.14132553,0.0,0.0011858457451885405
600,97133476.14132553,1.0,0.0
601,97133476.14132553,2.0,0.0
602,97133476.14132553,10.0,0.0023716352425040554
603,97087217.6623108,5.0,0.0
604,97082610.35880594,0.0,-0.004624798406220876
605,97079152.57637371,5.0,0.0
606,97079152.57637371,1.0,-0.0006166836649985631
607,97077079.05931616,10.0,0.004743945539509298
608,97055000.25868574,1.0,-0.0018500509949947999
609,97042565.53203548,9.0,-0.010793500177915
610,97024834.92411435,6.0,0.001186295909649804
611,97025870.06519414,4.0,0.011862677643590001
612,97025865.57373674,8.0,-0.008480808464199501
613,97007408.81614389,3.0,0.01186436656146
614,97010285.36554305,5.0,0.0
615,97007983.66545352,7.0,0.0011863803535410002
616,97006185.5412523,5.0,0.0
617,97004718.18728043,8.0,-0.001542221273163058
618,96993285.89357254,3.0,0.01067742318187
619,96997525.00225207,7.0,-0.0030839303506193004
620,96987127.38581268,3.0,-0.0077116552771375
621,96985491.46159244,10.0,0.02135788699304
622,96964607.58007781,2.0,0.0011862959096498038
623,96968058.77064283,9.0,0.0011862396203987657
624,96964020.21665742,10.0,-0.003084149842235151
625,96955670.93306455,5.0,0.0
626,96916564.19122618,4.0,-0.006170934896629898
