,date,value,action,reward
0,,100000000.0,7.0,-17.778831338155
1,,99991444.70783454,8.0,-17.785155323687498
2,,99973966.55593976,7.0,17.1947633051875
3,,99999911.7338638,7.0,-3.555092076884536
4,,99991000.0132277,7.0,1.7776724342277728
5,,99990623.75089574,7.0,-16.59042969213
6,,99960730.90873325,9.0,-29.635600654349997
7,,99920915.689388,7.0,4.149475980462499
8,,99938320.58027661,7.0,-9.482942557075
9,,99905819.41829771,8.0,31.121807791712495
10,,99977961.12183791,8.0,2.9625065175176157
11,,99974708.31115681,10.0,-94.79571523365
12,,99868769.89063066,1.0,-5.92585569356
13,,99833805.41543567,2.0,-74.08197615151249
14,,99658983.03946096,7.0,-1.1860145168185454
15,,99646753.41592443,8.0,26.685959627106246
16,,99775070.74878025,8.0,38.5299347955
17,,99981385.00918722,6.0,2.962015118124217
18,,99965988.07234162,7.0,-1.1847779726070762
19,,99951150.89711607,7.0,0.0
20,,99946151.3710385,9.0,-65.16433259875
21,,99797300.16032219,7.0,-27.257643991465002
22,,99527882.52851951,7.0,-2.3715227547627116
23,,99499415.81950366,8.0,20.75180837186875
24,,99659488.01191288,7.0,0.0
25,,99654488.4860825,2.0,0.0
26,,99654488.4860825,8.0,-35.562720785225
27,,99484114.10403669,7.0,0.5928806886879023
28,,99492508.02790594,8.0,0.0
29,,99480009.21363914,7.0,0.0
30,,99475009.68793249,8.0,-5.928666287235984
31,,99432878.21471858,2.0,1.482236873309728
32,,99447694.5441922,7.0,-3.5572841321385162
33,,99397534.57324958,7.0,-3.5575372355545203
34,,99346663.0948937,7.0,0.0
35,,99341663.56926572,2.0,-50.4020303123625
36,,99077690.34157348,3.0,5.9320425208897465
37,,99108746.0154196,7.0,-2.3727044084820292
38,,99072216.27523267,0.0,11.864085041751737
39,,99135276.70468831,8.0,2.9657397741245095
40,,99155494.4016217,9.0,-65.243179122175
41,,98937507.32977033,7.0,0.0
42,,98932507.80438995,7.0,0.0
43,,98927508.2790097,7.0,-7.119295664345
44,,98812970.2065959,7.0,-1.1867182493519035
45,,98789476.91312778,8.0,1.483433020033065
46,,98796065.24123776,1.0,-5.933591246765
47,,98700629.53442037,7.0,-15.429168249145
48,,98444411.33778906,7.0,-22.55728362816
49,,98067734.60548258,8.0,7.4235081718
50,,98156014.98788011,0.0,26.721455547374998
51,,98337417.53822541,10.0,65.30515317025
52,,98535258.57715893,7.0,3.5611690130825
53,,98666866.95020556,7.0,0.593443634722135
54,,98684872.78545165,7.0,0.0
55,,98679873.26019526,3.0,29.6714774022
56,,98912300.58329976,0.0,8.899330770334446
57,,98982028.78023112,7.0,11.8649296409625
58,,99446629.87289369,7.0,12.4522663124675
59,,99939691.90275943,0.0,-53.340287326325
60,,99726236.950405,7.0,-27.268631588930003
61,,99170287.708974,7.0,8.3036773428225
62,,99503970.35090053,3.0,5.929228725914948
63,,99552353.51767635,8.0,0.0
64,,99539854.70346582,2.0,0.0
65,,99539854.70346582,7.0,5.336052743915
66,,99760049.90211427,7.0,7.1132187314725
67,,100058155.296265,7.0,1.7777988479850129
68,,100129643.1198678,7.0,2.962787390375
69,,100253307.62474203,8.0,8.887308922856251
70,,100398760.5702796,1.0,1.7772090708745303
71,,100477736.45056105,7.0,1.7770827409724355
72,,100552423.63782763,4.0,0.0
73,,100552423.63782763,7.0,11.254057383845002
74,,101056608.25269628,7.0,1.776156870175738
