,date,value,action,reward
0,,100000000.0,0.0,-88.89415669077499
1,,100000000.0,2.0,-17.785155323687498
2,,100000000.0,9.0,85.97381652593751
3,,100009391.89830187,2.0,-8.88773019221134
4,,100006723.15215588,9.0,8.888362171138864
5,,99995993.39411524,7.0,-16.59042969213
6,,99970577.70709482,2.0,-14.817800327174998
7,,99964187.24950361,8.0,10.37368995115625
8,,99969286.2281695,7.0,-9.482942557075
9,,99954495.80365121,10.0,124.48723116684998
10,,99988724.62953144,0.0,5.9250130350352315
11,,99991092.36452937,2.0,-23.6989288084125
12,,99983981.4528387,2.0,-14.8146392339
13,,99980648.04625228,2.0,-74.08197615151249
14,,99968149.10540456,2.0,-2.9650362920463635
15,,99967773.89708586,7.0,10.6743838508425
16,,99973908.96411052,2.0,38.5299347955
17,,99985113.26911868,9.0,2.962015118124217
18,,99966065.61851579,2.0,-2.9619449315176904
19,,99965014.84117207,7.0,0.0
20,,99962232.56912856,1.0,-13.03286651975
21,,99950531.05186224,4.0,-272.57643991465
22,,99950528.92329289,1.0,-2.3715227547627116
23,,99950528.92329289,8.0,20.75180837186875
24,,99946332.9093,2.0,0.0
25,,99946332.61284411,2.0,0.0
26,,99946332.39050218,2.0,-35.562720785225
27,,99943332.1078162,1.0,0.5928806886879023
28,,99943557.06648399,3.0,0.0
29,,99943556.84136279,4.0,0.0
30,,99943556.61624159,2.0,-5.928666287235984
31,,99943556.61624159,3.0,2.964473746619456
32,,99943556.61624159,10.0,-35.57284132138516
33,,99886479.02574062,6.0,-17.7876861777726
34,,99879382.74270344,2.0,0.0
35,,99879381.55731523,2.0,-50.4020303123625
36,,99856721.44860995,7.0,1.1864085041779493
37,,99857410.59183264,2.0,-5.931761021205073
38,,99855255.05199829,2.0,5.932042520875869
39,,99858486.74482584,8.0,2.9657397741245095
40,,99852659.17213574,2.0,-32.6215895610875
41,,99842772.16845244,2.0,0.0
42,,99842771.71884573,2.0,0.0
43,,99842771.38164072,9.0,-35.596478321724994
44,,99814513.6795711,6.0,-5.9335912467595175
45,,99802798.87251434,0.0,2.96686604006613
46,,99803748.59208545,2.0,-14.8339781169125
47,,99800179.5268971,1.0,-15.429168249145
48,,99791828.88549797,1.0,-22.55728362816
49,,99780844.63959609,1.0,2.9694032687200003
50,,99783446.02539799,2.0,13.360727773687499
51,,99786957.79211846,6.0,32.652576585125
52,,99781300.57208845,8.0,8.90292253270625
53,,99785857.16369845,2.0,1.4836090868053375
54,,99787076.7438331,6.0,0.0
55,,99774984.3145838,2.0,14.8357387011
56,,99788442.3846471,2.0,4.449665385167223
57,,99791469.97911192,1.0,11.8649296409625
58,,99809639.38362467,10.0,124.52266312467499
59,,99828602.94956145,1.0,-10.668057465264999
